Iteration	1	2	3	4	5	simmap
2200	{3,3.4449:5,0.00554086:3,0.118642}	{2,1.25193:4,0.00075209:1,0.0388259:4,0.0196442:2,0.0153594:4,0.00539322:2,0.0104835:4,0.00224476:2,0.0879784:4,0.000427516:1,0.0360401}	{1,1.38171:4,0.0117416:1,0.075626}	{1,0.00114332:4,0.00187817:2,0.0705623:4,0.00144284:2,0.0104662:4,0.00904832:2,0.182365:4,0.00488895:2,0.0906714:4,0.00282719:2,0.00638918:4,0.00930385:1,0.0385864:4,0.00032875:2,0.0330223:4,0.00197992:1,0.0182346:4,0.00931904:1,0.0132086:4,0.0216216:1,0.0766466:4,0.0213493:2,0.168056:4,0.0109989:2,0.0111168:4,0.00202875:1,0.0940019:4,0.00234017:1,0.0265647:4,0.03317:1,0.253445:4,0.00224528:1,0.0356285:4,2.90202e-05:1,0.0750778:4,0.0085084:2,0.0191842:4,0.00183056:2,0.00616131:4,0.00905047:1,0.223149:4,0.000965649:1,0.0932213:4,0.000439273:2,0.116607:4,0.00470216:2,0.0607675:4,0.00796453:2,0.0999622:6,0.000640144:3,0.0320125:6,0.00192399:2,0.0394877:6,0.00618604:3,0.0272511}	{3,0}	((n0:{1,1.38171:4,0.0117416:1,0.075626},n1:{2,1.25193:4,0.00075209:1,0.0388259:4,0.0196442:2,0.0153594:4,0.00539322:2,0.0104835:4,0.00224476:2,0.0879784:4,0.000427516:1,0.0360401}):{1,0.00114332:4,0.00187817:2,0.0705623:4,0.00144284:2,0.0104662:4,0.00904832:2,0.182365:4,0.00488895:2,0.0906714:4,0.00282719:2,0.00638918:4,0.00930385:1,0.0385864:4,0.00032875:2,0.0330223:4,0.00197992:1,0.0182346:4,0.00931904:1,0.0132086:4,0.0216216:1,0.0766466:4,0.0213493:2,0.168056:4,0.0109989:2,0.0111168:4,0.00202875:1,0.0940019:4,0.00234017:1,0.0265647:4,0.03317:1,0.253445:4,0.00224528:1,0.0356285:4,2.90202e-05:1,0.0750778:4,0.0085084:2,0.0191842:4,0.00183056:2,0.00616131:4,0.00905047:1,0.223149:4,0.000965649:1,0.0932213:4,0.000439273:2,0.116607:4,0.00470216:2,0.0607675:4,0.00796453:2,0.0999622:6,0.000640144:3,0.0320125:6,0.00192399:2,0.0394877:6,0.00618604:3,0.0272511},n2:{3,3.4449:5,0.00554086:3,0.118642});
2300	{3,3.0209:5,0.00281452:3,0.0777973:6,0.0218505:2,0.18504:4,0.000671648:2,0.086727:4,0.0304035:7,0.00433259:6,0.00491233:3,0.396745}	{2,0.906987:4,0.00778323:2,0.067333:4,0.0455731:2,0.114389:4,0.0135918:2,0.154239}	{1,0.710393:4,0.0712576:2,0.128329:4,0.00118598:2,0.196292:4,0.00441597:2,0.198023}	{2,0.166905:4,0.00166372:2,0.190483:4,0.0418178:1,0.0143288:4,0.0119166:2,0.0849928:4,0.100848:2,0.0149861:4,0.0208397:2,0.532919:4,0.0269314:1,0.168191:4,0.0306351:1,0.251107:4,0.013289:1,0.230465:4,0.004377:1,0.0357673:4,0.00915587:1,0.185011:4,0.0140058:2,0.0726216:6,0.00264585:3,0.039374:6,0.0161198:3,0.240904}	{3,0}	((n0:{1,0.710393:4,0.0712576:2,0.128329:4,0.00118598:2,0.196292:4,0.00441597:2,0.198023},n1:{2,0.906987:4,0.00778323:2,0.067333:4,0.0455731:2,0.114389:4,0.0135918:2,0.154239}):{2,0.166905:4,0.00166372:2,0.190483:4,0.0418178:1,0.0143288:4,0.0119166:2,0.0849928:4,0.100848:2,0.0149861:4,0.0208397:2,0.532919:4,0.0269314:1,0.168191:4,0.0306351:1,0.251107:4,0.013289:1,0.230465:4,0.004377:1,0.0357673:4,0.00915587:1,0.185011:4,0.0140058:2,0.0726216:6,0.00264585:3,0.039374:6,0.0161198:3,0.240904},n2:{3,3.0209:5,0.00281452:3,0.0777973:6,0.0218505:2,0.18504:4,0.000671648:2,0.086727:4,0.0304035:7,0.00433259:6,0.00491233:3,0.396745});
2400	{0,0.85105:3,2.5198:5,0.002387:3,0.168063:6,0.000698448:3,0.131176}	{0,0.822988:2,0.352847:4,0.0290231:1,0.144271:4,0.0213239:2,0.0460136:4,0.00152206:2,0.116095:4,0.00218915:1,0.0436295:4,0.0567823:1,0.358573:4,0.0123834:2,0.226867}	{0,0.852798:1,0.155536:4,0.00652887:2,0.0107376:4,0.00402006:1,0.100515:4,0.00419492:2,0.441225:4,0.0185685:1,0.211843:4,0.00183539:2,0.337799:4,0.00674132:2,0.0821672}	{2,0.0232518:4,0.00518632:2,0.0107826:4,0.0234776:2,0.105616:4,0.00378413:2,0.0773433:4,0.00147331:1,0.239967:4,0.00605291:1,0.550822:4,0.0369977:1,0.129111:4,0.0053132:2,0.0118877:6,0.0124018:3,0.195198}	{3,0}	((n0:{0,0.852798:1,0.155536:4,0.00652887:2,0.0107376:4,0.00402006:1,0.100515:4,0.00419492:2,0.441225:4,0.0185685:1,0.211843:4,0.00183539:2,0.337799:4,0.00674132:2,0.0821672},n1:{0,0.822988:2,0.352847:4,0.0290231:1,0.144271:4,0.0213239:2,0.0460136:4,0.00152206:2,0.116095:4,0.00218915:1,0.0436295:4,0.0567823:1,0.358573:4,0.0123834:2,0.226867}):{2,0.0232518:4,0.00518632:2,0.0107826:4,0.0234776:2,0.105616:4,0.00378413:2,0.0773433:4,0.00147331:1,0.239967:4,0.00605291:1,0.550822:4,0.0369977:1,0.129111:4,0.0053132:2,0.0118877:6,0.0124018:3,0.195198},n2:{0,0.85105:3,2.5198:5,0.002387:3,0.168063:6,0.000698448:3,0.131176});
2500	{3,3.5009:6,0.00371357:2,0.242644:6,0.00780905:3,0.0140337:6,0.0103979:3,0.0248762}	{2,0.783498:4,0.00293393:1,0.181924:4,0.0342704:1,0.35136}	{1,1.24362:4,0.00304356:2,0.081891:4,0.00922742:1,0.0162015}	{1,0.238998:4,0.0134963:2,1.87351:6,0.00774351:2,0.210124:4,0.00568434:2,0.0761026:6,0.0100224:3,0.0147034}	{3,0}	((n0:{1,1.24362:4,0.00304356:2,0.081891:4,0.00922742:1,0.0162015},n1:{2,0.783498:4,0.00293393:1,0.181924:4,0.0342704:1,0.35136}):{1,0.238998:4,0.0134963:2,1.87351:6,0.00774351:2,0.210124:4,0.00568434:2,0.0761026:6,0.0100224:3,0.0147034},n2:{3,3.5009:6,0.00371357:2,0.242644:6,0.00780905:3,0.0140337:6,0.0103979:3,0.0248762});
2600	{3,2.70541:6,0.0856497:7,0.100048:6,0.183952:3,0.651357}	{2,0.233345:4,1.12682:1,0.00633423}	{1,1.3665}	{1,1.50819:4,0.184657:1,0.542487:5,0.040532:3,0.0840549}	{3,0}	((n1:{2,0.233345:4,1.12682:1,0.00633423},n0:{1,1.3665}):{1,1.50819:4,0.184657:1,0.542487:5,0.040532:3,0.0840549},n2:{3,2.70541:6,0.0856497:7,0.100048:6,0.183952:3,0.651357});
2700	{3,3.57776}	{2,0.631401:4,0.0139686:1,0.13497:4,0.125261:2,0.260266}	{1,1.0016:4,0.00304519:2,0.161223}	{2,0.366061:4,0.0356836:1,0.317677:4,0.000580942:1,0.550242:4,0.0114344:2,0.0722673:4,0.0137197:1,0.55116:4,0.0959201:2,0.282675:6,0.00264778:3,0.11182}	{3,0}	((n0:{1,1.0016:4,0.00304519:2,0.161223},n1:{2,0.631401:4,0.0139686:1,0.13497:4,0.125261:2,0.260266}):{2,0.366061:4,0.0356836:1,0.317677:4,0.000580942:1,0.550242:4,0.0114344:2,0.0722673:4,0.0137197:1,0.55116:4,0.0959201:2,0.282675:6,0.00264778:3,0.11182},n2:{3,3.57776});
2800	{3,3.3851}	{2,2.01084}	{1,0.955979:4,0.0467414:2,0.454582:4,0.0754517:2,0.0316507:4,0.0334245:2,0.413015}	{2,0.452389:4,0.0452849:2,0.787888:6,0.0301453:3,0.0585449}	{3,0}	((n1:{2,2.01084},n0:{1,0.955979:4,0.0467414:2,0.454582:4,0.0754517:2,0.0316507:4,0.0334245:2,0.413015}):{2,0.452389:4,0.0452849:2,0.787888:6,0.0301453:3,0.0585449},n2:{3,3.3851});
2900	{3,3.47886:6,0.109337:3,0.132384:5,0.000438825:3,0.0979916}	{2,1.21045:4,0.00531586:1,0.0251974:4,0.0110456:1,0.028179}	{1,1.28019}	{1,0.193641:4,0.00667752:2,0.0525346:4,0.0164056:1,0.32607:4,0.000267395:2,0.150006:4,0.0186127:1,0.224827:4,0.0475402:2,0.121962:4,0.00974395:2,0.682225:4,0.0131438:2,0.113139:4,0.00036892:2,0.136924:6,0.0135306:3,0.0687764:6,0.0116375:2,0.0177356:6,0.024095:3,0.156476:6,0.0239569:3,0.108525}	{3,0}	((n1:{2,1.21045:4,0.00531586:1,0.0251974:4,0.0110456:1,0.028179},n0:{1,1.28019}):{1,0.193641:4,0.00667752:2,0.0525346:4,0.0164056:1,0.32607:4,0.000267395:2,0.150006:4,0.0186127:1,0.224827:4,0.0475402:2,0.121962:4,0.00974395:2,0.682225:4,0.0131438:2,0.113139:4,0.00036892:2,0.136924:6,0.0135306:3,0.0687764:6,0.0116375:2,0.0177356:6,0.024095:3,0.156476:6,0.0239569:3,0.108525},n2:{3,3.47886:6,0.109337:3,0.132384:5,0.000438825:3,0.0979916});
3000	{3,3.52421}	{2,0.85783:4,0.0165118:1,0.0349934}	{1,0.909335}	{1,0.127639:4,0.0285802:2,0.228651:4,0.00681249:1,0.270919:4,0.00230897:2,0.00320532:4,0.00208021:1,0.214759:4,0.0424427:2,0.192389:4,0.00912193:1,0.286905:4,0.0225513:2,0.59831:4,0.0197653:2,0.251991:4,0.0708544:1,0.0868662:4,0.00173631:2,0.126576:6,0.00937283:3,0.0110344}	{3,0}	((n0:{1,0.909335},n1:{2,0.85783:4,0.0165118:1,0.0349934}):{1,0.127639:4,0.0285802:2,0.228651:4,0.00681249:1,0.270919:4,0.00230897:2,0.00320532:4,0.00208021:1,0.214759:4,0.0424427:2,0.192389:4,0.00912193:1,0.286905:4,0.0225513:2,0.59831:4,0.0197653:2,0.251991:4,0.0708544:1,0.0868662:4,0.00173631:2,0.126576:6,0.00937283:3,0.0110344},n2:{3,3.52421});
3100	{0,0.681666:3,2.1304:5,0.107735:3,0.292216}	{0,0.687169:2,0.368759}	{0,0.628469:1,0.175081:4,0.0604877:2,0.19189}	{2,0.134667:4,0.155681:1,0.163072:4,0.0051334:1,0.288083:4,0.0665647:1,0.332429:4,0.000240304:2,0.147566:4,0.031368:2,0.119315:4,0.091976:2,0.197484:6,0.0268325:3,0.0790298:6,0.0127427:3,0.303903}	{3,0}	((n1:{0,0.687169:2,0.368759},n0:{0,0.628469:1,0.175081:4,0.0604877:2,0.19189}):{2,0.134667:4,0.155681:1,0.163072:4,0.0051334:1,0.288083:4,0.0665647:1,0.332429:4,0.000240304:2,0.147566:4,0.031368:2,0.119315:4,0.091976:2,0.197484:6,0.0268325:3,0.0790298:6,0.0127427:3,0.303903},n2:{0,0.681666:3,2.1304:5,0.107735:3,0.292216});
3200	{3,3.84534:5,0.0017075:3,0.0695773}	{2,1.22448:4,0.0174335:1,0.0881573:4,0.00639823:2,0.124913}	{1,1.14963:4,0.0164237:2,0.130342:4,0.000337017:1,0.144671:4,0.0103765:2,0.0096061}	{2,0.0290382:4,0.0064787:1,0.0214033:4,0.00418012:2,0.254:4,0.0122687:2,0.0125583:4,0.0231555:2,0.146207:4,0.00692957:1,0.00243336:4,0.0389117:2,0.0313768:4,0.0209866:2,0.00707414:4,0.00117777:1,0.222554:4,0.00475991:2,0.0594116:4,0.00908861:2,0.0397173:4,0.0088064:1,0.410853:4,0.0190083:2,0.0083906:4,0.00301273:2,0.0993541:4,0.00875383:2,0.0408665:4,0.00334077:2,0.111722:4,0.0266127:1,0.000887592:4,0.00199098:1,0.00368289:4,0.00702319:2,0.116634:4,0.00275392:2,0.0298652:4,0.0290995:2,0.0384252:4,0.0160424:1,0.0894346:4,0.0584713:2,0.0148204:4,0.0146397:2,0.0522338:4,0.00792379:1,0.116866:5,0.0158757:3,0.112676:6,0.0229732:3,0.00849357}	{3,0}	((n0:{1,1.14963:4,0.0164237:2,0.130342:4,0.000337017:1,0.144671:4,0.0103765:2,0.0096061},n1:{2,1.22448:4,0.0174335:1,0.0881573:4,0.00639823:2,0.124913}):{2,0.0290382:4,0.0064787:1,0.0214033:4,0.00418012:2,0.254:4,0.0122687:2,0.0125583:4,0.0231555:2,0.146207:4,0.00692957:1,0.00243336:4,0.0389117:2,0.0313768:4,0.0209866:2,0.00707414:4,0.00117777:1,0.222554:4,0.00475991:2,0.0594116:4,0.00908861:2,0.0397173:4,0.0088064:1,0.410853:4,0.0190083:2,0.0083906:4,0.00301273:2,0.0993541:4,0.00875383:2,0.0408665:4,0.00334077:2,0.111722:4,0.0266127:1,0.000887592:4,0.00199098:1,0.00368289:4,0.00702319:2,0.116634:4,0.00275392:2,0.0298652:4,0.0290995:2,0.0384252:4,0.0160424:1,0.0894346:4,0.0584713:2,0.0148204:4,0.0146397:2,0.0522338:4,0.00792379:1,0.116866:5,0.0158757:3,0.112676:6,0.0229732:3,0.00849357},n2:{3,3.84534:5,0.0017075:3,0.0695773});
3300	{3,2.77279:6,0.000549141:3,0.172057:6,0.0251277:3,0.0118508:6,0.0124345:2,0.0763001:6,0.0105063:3,0.0395975:6,0.0132967:2,0.228761:6,0.00405781:3,0.432231:6,0.00168408:3,0.00328491:6,0.00566656:3,0.0482702:6,0.00480729:2,0.108065:6,0.0231255:3,0.000691633}	{2,0.817274}	{1,0.741708:4,0.0146547:2,0.0609116}	{2,0.0722195:4,0.00483561:1,0.0673549:4,0.0121491:2,0.0832315:4,0.0192418:2,0.0584905:4,0.0375734:2,0.27333:4,0.00010533:1,0.0918403:4,0.00156412:1,0.0789512:4,0.00264836:2,0.0185401:4,0.0121177:1,0.114419:4,0.00986407:2,0.00144498:4,0.00777103:2,0.238541:4,0.00323049:1,0.269386:4,0.00561215:1,0.0391161:4,0.00615057:2,0.068586:4,0.0067693:1,0.045989:4,0.00356716:1,0.102635:4,0.00553621:1,0.641574:4,0.00485169:2,0.166963:6,0.00510922:3,0.534547:6,0.0194196:3,0.042601}	{3,0}	((n0:{1,0.741708:4,0.0146547:2,0.0609116},n1:{2,0.817274}):{2,0.0722195:4,0.00483561:1,0.0673549:4,0.0121491:2,0.0832315:4,0.0192418:2,0.0584905:4,0.0375734:2,0.27333:4,0.00010533:1,0.0918403:4,0.00156412:1,0.0789512:4,0.00264836:2,0.0185401:4,0.0121177:1,0.114419:4,0.00986407:2,0.00144498:4,0.00777103:2,0.238541:4,0.00323049:1,0.269386:4,0.00561215:1,0.0391161:4,0.00615057:2,0.068586:4,0.0067693:1,0.045989:4,0.00356716:1,0.102635:4,0.00553621:1,0.641574:4,0.00485169:2,0.166963:6,0.00510922:3,0.534547:6,0.0194196:3,0.042601},n2:{3,2.77279:6,0.000549141:3,0.172057:6,0.0251277:3,0.0118508:6,0.0124345:2,0.0763001:6,0.0105063:3,0.0395975:6,0.0132967:2,0.228761:6,0.00405781:3,0.432231:6,0.00168408:3,0.00328491:6,0.00566656:3,0.0482702:6,0.00480729:2,0.108065:6,0.0231255:3,0.000691633});
3400	{3,2.9383:6,0.00186982:2,0.171037:6,0.00468262:3,0.0459248}	{2,1.36587:4,0.00649447:2,0.319633:4,0.107753:2,0.0872812:4,0.035083:1,0.51358:4,0.0168315:1,0.0644348:4,0.0480315:2,0.0803073}	{1,1.53797:4,0.00232786:2,0.17789:4,0.0111909:2,0.02392:4,0.0546422:2,0.109216:4,0.00564754:1,0.318451:4,0.0122212:1,0.149618:4,0.0223637:2,0.219842}	{2,0.337462:4,0.00684826:2,0.118869:6,0.00690318:3,0.0464299}	{3,0}	((n0:{1,1.53797:4,0.00232786:2,0.17789:4,0.0111909:2,0.02392:4,0.0546422:2,0.109216:4,0.00564754:1,0.318451:4,0.0122212:1,0.149618:4,0.0223637:2,0.219842},n1:{2,1.36587:4,0.00649447:2,0.319633:4,0.107753:2,0.0872812:4,0.035083:1,0.51358:4,0.0168315:1,0.0644348:4,0.0480315:2,0.0803073}):{2,0.337462:4,0.00684826:2,0.118869:6,0.00690318:3,0.0464299},n2:{3,2.9383:6,0.00186982:2,0.171037:6,0.00468262:3,0.0459248});
3500	{3,2.90066:6,0.00350769:2,0.0479544:4,0.0858121:2,0.418555:6,0.042771:3,0.14202}	{2,1.63489:4,0.0235708:2,0.0600628:4,6.68143e-05:2,0.333765:4,0.101031:1,0.0335786}	{1,1.78869:4,0.0375473:1,0.360733}	{1,0.386443:4,0.0282313:2,0.157721:6,0.0155224:3,0.575372:6,0.0427672:3,0.248252}	{3,0}	((n1:{2,1.63489:4,0.0235708:2,0.0600628:4,6.68143e-05:2,0.333765:4,0.101031:1,0.0335786},n0:{1,1.78869:4,0.0375473:1,0.360733}):{1,0.386443:4,0.0282313:2,0.157721:6,0.0155224:3,0.575372:6,0.0427672:3,0.248252},n2:{3,2.90066:6,0.00350769:2,0.0479544:4,0.0858121:2,0.418555:6,0.042771:3,0.14202});
3600	{3,3.99109}	{2,0.960195:4,0.0606299:1,0.282551}	{1,0.624522:4,0.0468235:2,0.131107:4,6.32573e-05:1,0.50086}	{1,0.390559:4,0.0202102:1,0.367517:4,0.00298359:1,0.423428:4,0.00901963:2,0.233856:4,0.0350763:2,0.355443:6,0.0332467:3,0.816373}	{3,0}	((n1:{2,0.960195:4,0.0606299:1,0.282551},n0:{1,0.624522:4,0.0468235:2,0.131107:4,6.32573e-05:1,0.50086}):{1,0.390559:4,0.0202102:1,0.367517:4,0.00298359:1,0.423428:4,0.00901963:2,0.233856:4,0.0350763:2,0.355443:6,0.0332467:3,0.816373},n2:{3,3.99109});
3700	{3,2.79858:5,0.0331354:7,0.0323698:6,0.0084349:2,0.157351:6,0.00140108:2,0.0441915:4,0.0282987:1,0.223271:4,0.0382521:2,0.25966:6,0.0336474:3,0.0520555}	{2,0.584918:4,0.0345018:1,0.0652423:4,0.00799467:1,0.258281}	{1,0.950938}	{1,0.585771:4,0.00619212:2,0.0459274:4,0.00395543:2,0.534547:4,0.0442625:2,0.211005:4,0.0164815:1,0.409057:4,0.00257132:2,0.432502:6,0.000725132:3,0.12442:6,0.00222323:3,0.122661:6,0.0151778:3,0.0292458:6,0.00308246:3,0.0331213:6,0.0411701:2,0.0734358:6,0.00595186:3,0.0162223}	{3,0}	((n0:{1,0.950938},n1:{2,0.584918:4,0.0345018:1,0.0652423:4,0.00799467:1,0.258281}):{1,0.585771:4,0.00619212:2,0.0459274:4,0.00395543:2,0.534547:4,0.0442625:2,0.211005:4,0.0164815:1,0.409057:4,0.00257132:2,0.432502:6,0.000725132:3,0.12442:6,0.00222323:3,0.122661:6,0.0151778:3,0.0292458:6,0.00308246:3,0.0331213:6,0.0411701:2,0.0734358:6,0.00595186:3,0.0162223},n2:{3,2.79858:5,0.0331354:7,0.0323698:6,0.0084349:2,0.157351:6,0.00140108:2,0.0441915:4,0.0282987:1,0.223271:4,0.0382521:2,0.25966:6,0.0336474:3,0.0520555});
3800	{3,3.0095}	{2,0.946934:4,0.0222865:1,0.229077}	{1,0.984997:4,0.0594235:1,0.153877}	{1,0.0598946:4,0.0111587:1,0.0471507:4,0.0107559:2,0.228701:4,0.00213926:2,0.00110249:4,0.0199963:1,0.0361873:4,0.0182877:2,0.0462132:4,0.0793802:2,0.0426659:4,0.00246672:1,0.188178:4,0.00780483:2,0.0282426:4,0.0315547:1,0.135023:4,0.0450906:2,0.18432:4,0.0368193:1,0.0726506:4,0.000436562:1,0.202315:4,0.0224022:2,0.141418:6,0.00545778:7,0.000201287:5,0.00252255:1,0.0153879:5,0.013294:3,0.0719822}	{3,0}	((n0:{1,0.984997:4,0.0594235:1,0.153877},n1:{2,0.946934:4,0.0222865:1,0.229077}):{1,0.0598946:4,0.0111587:1,0.0471507:4,0.0107559:2,0.228701:4,0.00213926:2,0.00110249:4,0.0199963:1,0.0361873:4,0.0182877:2,0.0462132:4,0.0793802:2,0.0426659:4,0.00246672:1,0.188178:4,0.00780483:2,0.0282426:4,0.0315547:1,0.135023:4,0.0450906:2,0.18432:4,0.0368193:1,0.0726506:4,0.000436562:1,0.202315:4,0.0224022:2,0.141418:6,0.00545778:7,0.000201287:5,0.00252255:1,0.0153879:5,0.013294:3,0.0719822},n2:{3,3.0095});
3900	{3,3.49826}	{2,1.53294:4,0.00198683:1,0.17842:4,0.00240308:1,0.0640291:4,0.00891205:1,0.00892805}	{1,1.52711:4,0.0109955:2,0.0645046:4,0.00638799:1,0.101711:4,0.00912062:2,0.0132714:4,0.0254189:1,0.039103}	{1,0.0251856:4,0.0125475:1,0.195485:4,0.0614746:2,0.162642:4,0.00137579:1,0.0733395:4,0.00384534:2,0.385998:4,0.0193434:2,0.108831:4,0.019389:2,0.188572:4,0.00206784:2,0.00557815:4,0.00866801:2,0.108675:4,0.00146701:1,0.00934304:4,0.00320351:1,0.162416:4,0.0049153:2,0.00850294:4,0.0089796:1,0.00435027:5,0.0129749:3,0.00237929:6,0.0192935:3,0.0169072:6,0.00173557:3,0.0611569}	{3,0}	((n0:{1,1.52711:4,0.0109955:2,0.0645046:4,0.00638799:1,0.101711:4,0.00912062:2,0.0132714:4,0.0254189:1,0.039103},n1:{2,1.53294:4,0.00198683:1,0.17842:4,0.00240308:1,0.0640291:4,0.00891205:1,0.00892805}):{1,0.0251856:4,0.0125475:1,0.195485:4,0.0614746:2,0.162642:4,0.00137579:1,0.0733395:4,0.00384534:2,0.385998:4,0.0193434:2,0.108831:4,0.019389:2,0.188572:4,0.00206784:2,0.00557815:4,0.00866801:2,0.108675:4,0.00146701:1,0.00934304:4,0.00320351:1,0.162416:4,0.0049153:2,0.00850294:4,0.0089796:1,0.00435027:5,0.0129749:3,0.00237929:6,0.0192935:3,0.0169072:6,0.00173557:3,0.0611569},n2:{3,3.49826});
4000	{0,0.674338:3,2.46321:6,0.0332955:3,0.501916}	{0,0.676659:2,0.0754662:4,0.00355314:2,0.451813:4,0.0836578:2,0.0309324:4,0.0610235:1,0.0449989}	{0,0.66472:4,0.0406883:1,0.0243352:4,0.00555417:1,0.00564243:4,0.0292104:2,0.0441017:4,0.0162583:1,0.235223:4,0.00632146:1,0.0404149:4,0.0197042:2,0.067697:4,0.140348:1,0.0878848}	{1,0.0881146:4,0.0216854:1,0.127869:4,0.0424482:1,0.400738:4,0.00187469:2,0.0612719:4,0.00247327:2,0.0975593:4,0.0759369:1,0.173385:4,0.0223012:1,0.0464369:4,0.0263806:1,0.0379694:4,0.128698:2,0.179922:4,0.072685:1,0.182348:5,0.010085:7,0.0196561:5,0.0291835:7,0.0068628:4,0.011824:2,0.0853873:4,0.0689118:1,0.19364:5,0.0121863:3,0.0168234}	{3,0}	((n0:{0,0.66472:4,0.0406883:1,0.0243352:4,0.00555417:1,0.00564243:4,0.0292104:2,0.0441017:4,0.0162583:1,0.235223:4,0.00632146:1,0.0404149:4,0.0197042:2,0.067697:4,0.140348:1,0.0878848},n1:{0,0.676659:2,0.0754662:4,0.00355314:2,0.451813:4,0.0836578:2,0.0309324:4,0.0610235:1,0.0449989}):{1,0.0881146:4,0.0216854:1,0.127869:4,0.0424482:1,0.400738:4,0.00187469:2,0.0612719:4,0.00247327:2,0.0975593:4,0.0759369:1,0.173385:4,0.0223012:1,0.0464369:4,0.0263806:1,0.0379694:4,0.128698:2,0.179922:4,0.072685:1,0.182348:5,0.010085:7,0.0196561:5,0.0291835:7,0.0068628:4,0.011824:2,0.0853873:4,0.0689118:1,0.19364:5,0.0121863:3,0.0168234},n2:{0,0.674338:3,2.46321:6,0.0332955:3,0.501916});
4100	{3,3.45958:5,0.00267669:3,0.0748403:6,0.0112044:3,0.226338:6,0.00769827:3,0.0428135:6,0.00982015:3,0.0217716}	{2,0.755743:4,0.025841:1,0.0100176:4,0.00320719:2,0.14094:4,0.00687173:2,0.0581144:4,0.0182679:2,0.0935639:4,0.00219602:2,0.00779343}	{1,0.600456:4,0.0385396:1,0.28019:4,0.0120502:2,0.19132}	{2,0.0164032:4,0.0111503:1,0.109779:4,0.00888394:1,0.135833:4,0.0104553:2,0.130758:4,0.05815:1,0.363989:4,0.0775037:1,0.00353088:4,0.00282393:2,0.160817:4,0.0340768:2,0.145114:4,0.0529807:1,0.050819:4,0.00813614:2,0.131987:4,0.0317068:1,0.0592605:4,0.0350751:2,0.0666302:4,0.0221395:2,0.0214824:4,0.0387219:1,0.00804412:4,0.0048555:2,0.0769092:4,0.00531257:2,0.27018:4,0.00848203:2,0.0521138:6,0.0378246:3,0.0132661:6,0.00609423:2,0.0234376:6,0.00729806:7,0.000158372:5,0.0457457:3,0.174511:6,0.0125719:2,0.0278141:4,0.0332427:2,0.0494062:6,0.00221449:3,0.0321102:6,0.0182107:3,0.0361786}	{3,0}	((n1:{2,0.755743:4,0.025841:1,0.0100176:4,0.00320719:2,0.14094:4,0.00687173:2,0.0581144:4,0.0182679:2,0.0935639:4,0.00219602:2,0.00779343},n0:{1,0.600456:4,0.0385396:1,0.28019:4,0.0120502:2,0.19132}):{2,0.0164032:4,0.0111503:1,0.109779:4,0.00888394:1,0.135833:4,0.0104553:2,0.130758:4,0.05815:1,0.363989:4,0.0775037:1,0.00353088:4,0.00282393:2,0.160817:4,0.0340768:2,0.145114:4,0.0529807:1,0.050819:4,0.00813614:2,0.131987:4,0.0317068:1,0.0592605:4,0.0350751:2,0.0666302:4,0.0221395:2,0.0214824:4,0.0387219:1,0.00804412:4,0.0048555:2,0.0769092:4,0.00531257:2,0.27018:4,0.00848203:2,0.0521138:6,0.0378246:3,0.0132661:6,0.00609423:2,0.0234376:6,0.00729806:7,0.000158372:5,0.0457457:3,0.174511:6,0.0125719:2,0.0278141:4,0.0332427:2,0.0494062:6,0.00221449:3,0.0321102:6,0.0182107:3,0.0361786},n2:{3,3.45958:5,0.00267669:3,0.0748403:6,0.0112044:3,0.226338:6,0.00769827:3,0.0428135:6,0.00982015:3,0.0217716});
