Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
296300	-17389.77	-17375.71	-14.0575	30.7566	0.251625	0.25189	0.246738	0.249747	0.08466473	0.158238	0.496495	0.738117	0.498955	0.00307084	0.00963522	0.0143243	0.00968296	0.908277	0.0917233	0.07114398	0.005281191	0.106103	0	0.7814852	3.026638	1	1	1.387082	0.09172332	0.9082767	34.1022	0.0194065	3.026638	0.781012	0.932546	1.04891	1.23753
296400	-17392.27	-17374.33	-17.94024	32.36817	0.250575	0.248414	0.251273	0.249737	0.1124529	0.0349403	0.10614	1.3591	0.450972	0.000436833	0.00132699	0.0169918	0.00563817	0.663833	0.336167	0.1147879	0.01176575	0.72787	0	0.5276605	3.95906	1	1	1.275724	0.336167	0.663833	57.44435	0.01250226	3.95906	0.786261	0.934456	1.04792	1.23136
296500	-17389.79	-17373.21	-16.57737	16.45142	0.249859	0.252737	0.248966	0.248438	0.03275103	0.0897243	0.174155	2.14912	1.28178	0.000633847	0.0012303	0.0151822	0.00905499	0.910374	0.089626	0.04214096	0.008676667	1.03783	0	1.328499	3.354436	1	1	1.248121	0.08962601	0.910374	31.67465	0.007064383	3.354436	0.706312	0.903573	1.06182	1.32829
296600	-17393.66	-17374.96	-18.70048	12.37146	0.24984	0.239304	0.253401	0.257455	0.0765273	0.143596	0.152234	3.06834	0.499487	0.000765121	0.000811147	0.016349	0.00266141	0.79432	0.20568	0.2649772	0.01170989	0.422809	0	0.6234615	3.97885	1	1	1.348862	0.2056797	0.7943203	27.58115	0.005328299	3.97885	0.66526	0.88613	1.06792	1.38069
296700	-17397.34	-17378.98	-18.35831	13.03904	0.238249	0.247785	0.258918	0.255048	0.03908259	0.0812729	0.148768	4.60208	0.976876	0.000339157	0.000620816	0.0192048	0.00407656	0.0736418	0.926358	0.2181509	0.006408425	1.56302	0	0.6859034	3.508542	1	1	1.4709	0.9263582	0.07364177	3.552659	0.00417306	3.508542	0.673185	0.889587	1.0668	1.37043
296800	-17392.19	-17374.61	-17.58124	28.47595	0.259289	0.242475	0.253882	0.244355	0.1263409	0.186392	0.519781	8.91213	0.582217	0.000402482	0.00112238	0.0192443	0.0012572	0.000604858	0.999395	0.05371182	0.009489193	0.65039	0	0.8870043	3.583786	1	1	1.29264	0.9993951	0.0006048581	15.60084	0.002159337	3.583786	0.772866	0.92955	1.05042	1.24716
296900	-17392.17	-17374.12	-18.04752	17.08901	0.250254	0.253226	0.249358	0.247162	0.02784999	0.15519	0.385953	15.1819	0.57963	0.000196224	0.000488003	0.0191962	0.000732891	0.466694	0.533306	0.001528396	0.02371737	1.06546	0	0.4879947	3.941346	1	1	1.183696	0.5333057	0.4666943	17.11976	0.001264411	3.941346	0.711438	0.905672	1.06101	1.32188
297000	-17396.96	-17374.36	-22.60045	5.83126	0.246167	0.247619	0.253009	0.253204	0.2022086	0.218793	0.340233	16.4977	1.1793	0.000286325	0.000445248	0.0215899	0.0015433	0.561453	0.438547	0.018534	0.01543062	2.65546	0	0.8991525	3.313414	1	1	1.437859	0.4385465	0.5614535	74.44936	0.001308656	3.313414	0.533324	0.821497	1.08163	1.56355
297100	-17392.89	-17371.94	-20.94518	23.98682	0.248455	0.24571	0.253304	0.252532	0.04939721	0.232336	0.368391	17.7304	1.38869	0.000273441	0.000433567	0.0208672	0.00163438	0.363152	0.636848	0.06125579	0.003628399	0.462152	0	0.5199441	3.430762	1	1	1.23617	0.6368482	0.3631518	24.31295	0.00117692	3.430762	0.75371	0.92235	1.05389	1.27005
297200	-17395.87	-17374.3	-21.5706	37.43237	0.247234	0.249379	0.249936	0.25345	0.1305017	0.169888	0.571088	14.7687	0.229009	0.000246417	0.000828346	0.0214215	0.00033217	0.897553	0.102447	0.180483	0.001433917	1.40926	0	0.6635893	3.385188	1	1	1.151488	0.1024472	0.8975528	31.63521	0.001450469	3.385188	0.800563	0.939581	1.04518	1.21468
297300	-17397.26	-17375.85	-21.4141	31.07023	0.245912	0.24389	0.261924	0.248275	0.2962936	0.165128	0.33632	8.23084	0.709581	0.000448284	0.000913027	0.0223447	0.00192634	0.788969	0.211031	0.1325968	0.01419937	1.4583	0	1.043449	3.106795	1	1	1.175362	0.2110306	0.7889694	33.33467	0.002714758	3.106795	0.782064	0.93293	1.04871	1.23629
297400	-17388.14	-17373.45	-14.68964	47.59185	0.246551	0.254528	0.246602	0.252318	0.06306946	0.0992061	0.126666	4.27595	0.332101	0.000446931	0.00057064	0.0192635	0.00149614	0.346478	0.653522	0.005902486	0.0003349133	1.6291	0	1.044324	3.721521	1	1	1.350909	0.6535222	0.3464778	13.77357	0.004505075	3.721521	0.822231	0.947128	1.04088	1.18976
297500	-17391.76	-17373.33	-18.42182	2.11284	0.2545	0.245171	0.248045	0.252284	0.02396085	0.225634	0.258694	5.82803	0.271792	0.000758448	0.000869575	0.0195904	0.000913603	0.70411	0.29589	0.1155964	0.02807076	0.836571	0	0.5966603	3.724281	1	1	1.220163	0.2958902	0.7041098	91.50866	0.003361406	3.724281	0.306382	0.6665	1.07257	1.95454
297600	-17398.09	-17376.93	-21.1519	7.675232	0.244666	0.24181	0.254754	0.25877	0.1098381	0.48973	0.942819	7.13576	0.508949	0.00127421	0.00245309	0.0185663	0.00132422	0.85276	0.14724	0.2621348	0.02962754	0.180568	0	0.7082354	3.930572	1	1	1.208106	0.1472399	0.8527601	20.6606	0.00260187	3.930572	0.585579	0.848798	1.07739	1.48824
297700	-17394.8	-17371.76	-23.04158	10.12677	0.251975	0.250086	0.246453	0.251486	0.06165834	0.136233	0.243965	5.0373	5.66931	0.000411739	0.000737338	0.0152243	0.0171344	0.345435	0.654565	0.113958	0.002203204	2.02572	0	1.10289	3.483801	1	1	1.260644	0.6545653	0.3454347	70.76771	0.003022313	3.483801	0.633549	0.871849	1.07208	1.42252
297800	-17392.56	-17374.69	-17.86496	20.48937	0.24057	0.25282	0.254494	0.252117	0.130024	0.164785	0.471046	10.2156	0.150534	0.000355286	0.0010156	0.0220255	0.000324559	0.83701	0.16299	0.02725706	0.003252308	0.564323	0	0.4810044	3.41627	1	1	1.449312	0.1629902	0.8370098	20.1476	0.002156057	3.41627	0.734815	0.915033	1.05716	1.29299
297900	-17392.61	-17376.14	-16.46431	37.76621	0.250076	0.256628	0.24548	0.247816	0.03396693	0.14492	0.335622	9.92849	0.254056	0.000268893	0.000622733	0.0184219	0.00047139	0.904726	0.0952737	0.02560701	0.008345894	1.47257	0	0.7818356	3.917699	1	1	1.591631	0.09527372	0.9047263	11.03593	0.001855459	3.917699	0.801407	0.93988	1.04501	1.2137
298000	-17399.24	-17376.97	-22.26679	3.764993	0.258873	0.245248	0.245218	0.250661	0.1354362	0.319339	0.265589	11.9567	1.5709	0.000499419	0.000415358	0.0186992	0.00245676	0.855958	0.144042	0.01221781	0.0008064857	0.580416	0	1.919843	3.642	1	1	1.484997	0.1440416	0.8559584	36.8411	0.001563915	3.642	0.440967	0.766669	1.08436	1.70801
298100	-17395.72	-17379.9	-15.822	46.48148	0.240291	0.256426	0.246095	0.257188	0.1245509	0.0906257	0.108939	6.66186	0.288504	0.000305316	0.000367014	0.0224436	0.000971963	0.521154	0.478846	0.02170121	0.01302285	0.110659	0	1.069876	3.347543	1	1	1.368302	0.4788464	0.5211536	5.397754	0.003368973	3.347543	0.820204	0.946433	1.04129	1.19208
298200	-17393.27	-17374.68	-18.58187	26.34585	0.246343	0.259072	0.24576	0.248825	0.0692099	0.0848689	0.142472	3.3273	0.311842	0.000446021	0.000748748	0.0174863	0.00163886	0.50049	0.49951	0.1947077	0.006519404	0.264946	0	1.18319	3.910418	1	1	1.283348	0.4995097	0.5004903	33.92888	0.005255408	3.910418	0.764362	0.92638	1.05198	1.25728
298300	-17388.91	-17375.27	-13.63589	5.114939	0.243957	0.247131	0.255236	0.253676	0.1075704	0.109934	0.163115	5.91361	0.444089	0.000441028	0.00065438	0.023724	0.00178158	0.42636	0.57364	0.01165943	0.0004492936	0.111797	0	1.005541	3.147389	1	1	1.510384	0.5736404	0.4263596	1.337766	0.004011759	3.147389	0.506782	0.806663	1.0831	1.60346
298400	-17392.07	-17374.27	-17.80482	31.16661	0.248621	0.253179	0.252514	0.245686	0.2300951	0.112417	0.190215	4.90846	0.32647	0.000442976	0.000749539	0.0193417	0.00128645	0.127655	0.872345	0.01084274	0.008307866	0.895811	0	0.5163437	3.501209	1	1	1.211086	0.8723452	0.1276548	79.14114	0.003940486	3.501209	0.782385	0.933047	1.04865	1.23592
298500	-17391.4	-17371.42	-19.98388	19.19144	0.251136	0.24541	0.250255	0.2532	0.1493909	0.14423	0.231663	5.92467	1.44827	0.000500545	0.000803979	0.0205613	0.00502617	0.38836	0.61164	0.01920429	0.008459349	1.53251	0	1.449773	3.186763	1	1	1.272392	0.6116401	0.3883599	84.89073	0.003470461	3.186763	0.726589	0.911779	1.05854	1.30309
298600	-17393.33	-17372.87	-20.46067	34.07587	0.24766	0.24516	0.254433	0.252747	0.06374545	0.186917	0.253811	6.37564	2.74483	0.000618741	0.000840177	0.0211049	0.00908605	0.941808	0.0581923	0.06044578	0.006338298	0.629386	0	1.093165	3.043794	1	1	1.379468	0.0581923	0.9418077	51.28996	0.00331024	3.043794	0.791426	0.93632	1.04694	1.22532
298700	-17392.69	-17377.34	-15.34568	39.23136	0.250592	0.243826	0.25211	0.253472	0.1519999	0.498349	0.28646	3.74373	0.837594	0.0023297	0.00133915	0.0175013	0.00391561	0.947863	0.0521368	0.07456957	0.008886021	0.304529	0	0.9233209	3.545155	1	1	1.148907	0.05213676	0.9478632	6.367889	0.004674826	3.545155	0.804986	0.941143	1.04431	1.20956
298800	-17391.66	-17373.53	-18.13766	41.12888	0.247405	0.245932	0.257863	0.248799	0.1520233	0.081227	0.314905	3.40735	3.51336	0.000314454	0.00121909	0.0131909	0.0136013	0.295915	0.704085	0.03665628	0.004288659	0.682668	0	0.7456699	3.25982	1	1	1.346788	0.7040845	0.2959155	11.4121	0.003871298	3.25982	0.809343	0.94267	1.04345	1.20453
298900	-17388.5	-17373.53	-14.97126	42.32446	0.254876	0.248508	0.245785	0.250832	0.05124878	0.143584	0.290408	1.27886	1.40265	0.00108161	0.00218763	0.0096336	0.0105661	0.660781	0.339219	0.09834182	0.01578266	0.290327	0	0.6633531	3.958807	1	1	1.146061	0.3392187	0.6607813	21.91313	0.007532963	3.958807	0.811941	0.943576	1.04294	1.20154
299000	-17390.76	-17373.86	-16.89765	29.2901	0.244763	0.251411	0.245822	0.258004	0.1052897	0.319924	0.41111	5.18712	1.60107	0.00119649	0.00153752	0.0193994	0.00598787	0.668185	0.331815	0.007976385	0.003661562	0.43209	0	0.8982297	3.121849	1	1	1.32865	0.3318148	0.6681852	20.09285	0.00373992	3.121849	0.775879	0.930662	1.04987	1.24359
299100	-17389	-17374.14	-14.86318	45.39477	0.250833	0.252693	0.248166	0.248308	0.1191423	0.193021	0.256125	7.36131	0.293627	0.000535545	0.000710631	0.0204243	0.000814682	0.874938	0.125062	0.001647439	0.01312244	1.30246	0	0.9282141	3.359015	1	1	1.27281	0.1250621	0.8749379	7.906387	0.002774542	3.359015	0.818151	0.945727	1.0417	1.19442
299200	-17396.84	-17377.17	-19.66809	11.26228	0.253056	0.247115	0.253148	0.246681	0.06694747	0.294899	0.467249	8.59176	2.11264	0.000591814	0.000937692	0.0172423	0.00423973	0.661619	0.338381	0.04210471	0.002644345	1.79601	0	1.211162	3.859055	1	1	1.422812	0.3383805	0.6616195	15.8	0.002006835	3.859055	0.650684	0.879657	1.06989	1.39977
299300	-17392.64	-17374.32	-18.32887	8.011191	0.253753	0.240889	0.248114	0.257244	0.002312783	0.228483	0.282657	6.32142	0.921617	0.000716125	0.000885922	0.019813	0.00288859	0.169296	0.830704	0.03864812	0.01222981	0.622283	0	1.065718	3.419115	1	1	1.353307	0.8307038	0.1692962	9.063948	0.003134262	3.419115	0.593306	0.852634	1.07662	1.47744
299400	-17392.66	-17374.43	-18.231	39.23016	0.247369	0.251151	0.252487	0.248993	0.1579391	0.590705	0.519613	10.363	0.0971009	0.00137295	0.00120772	0.0240864	0.000225688	0.15009	0.84991	0.03504213	0.01542449	0.520286	0	0.8903912	3.113389	1	1	1.339952	0.8499101	0.1500899	12.85605	0.002324262	3.113389	0.804983	0.941142	1.04431	1.20956
299500	-17394.74	-17374.52	-20.21784	9.076874	0.258193	0.249172	0.242463	0.250172	0.3626838	0.185795	0.201453	7.79395	0.326315	0.000577527	0.000626198	0.0242268	0.00101432	0.405046	0.594954	0.004726904	0.004567286	1.49663	0	1.411624	3.015187	1	1	1.351873	0.5949543	0.4050457	18.1796	0.003108414	3.015187	0.615177	0.863234	1.07426	1.44733
299600	-17394.25	-17372.51	-21.73793	48.27887	0.244576	0.250703	0.254231	0.250489	0.1433418	0.091663	0.30315	6.37344	0.583264	0.000265937	0.000879514	0.0184909	0.00169219	0.0055465	0.994453	0.1396339	0.007858589	0.891867	0	0.222855	3.900996	1	1	1.33099	0.9944535	0.0055465	34.69172	0.002901251	3.900996	0.823452	0.947546	1.04063	1.18837
299700	-17395.83	-17379.89	-15.93789	8.20848	0.25491	0.251071	0.244616	0.249402	0.1298542	0.0895953	0.471836	7.09726	0.879611	0.000256765	0.0013522	0.0203396	0.00252082	0.0715006	0.928499	0.01317802	0.005012865	0.893676	0	1.548363	3.36698	1	1	1.204244	0.9284994	0.07150059	1.300741	0.002865833	3.36698	0.597642	0.854767	1.07617	1.47142
299800	-17388.08	-17372.35	-15.72736	26.39158	0.256532	0.245186	0.247473	0.250809	0.06346699	0.0846662	0.170055	6.14572	0.504903	0.000258215	0.000518635	0.0187433	0.00153986	0.807975	0.192025	0.004932102	0.01418222	2.40656	0	1.002409	3.896191	1	1	1.297282	0.1920254	0.8079746	15.58499	0.003049805	3.896191	0.764555	0.926453	1.05194	1.25705
299900	-17395.96	-17373.31	-22.65248	28.90501	0.249913	0.241012	0.251336	0.257739	0.06199052	0.584788	1.36373	5.90595	2.41607	0.00150533	0.00351044	0.0152028	0.00621933	0.885756	0.114244	0.1007377	0.005619602	0.203341	0	1.78596	3.641602	1	1	1.243399	0.1142441	0.8857559	20.67479	0.002574149	3.641602	0.774469	0.930142	1.05013	1.24526
300000	-17391.07	-17375.64	-15.43513	14.47092	0.245059	0.248534	0.256503	0.249904	0.05521329	0.527376	0.794038	5.43867	0.0328047	0.00221457	0.00333435	0.0228382	0.000137754	0.692676	0.307324	0.01234757	0.004320113	0.161275	0	0.531929	3.322842	1	1	1.248323	0.3073245	0.6926755	1.995454	0.00419923	3.322842	0.688418	0.89611	1.06457	1.3509
300100	-17395.75	-17378.57	-17.18078	28.32023	0.240705	0.246754	0.254328	0.258213	0.02966688	0.21902	0.237451	4.10085	1.39116	0.000837732	0.000908232	0.0156854	0.00532106	0.133705	0.866295	0.06795407	0.0237251	1.22078	0	0.7373322	3.748206	1	1	1.48748	0.8662946	0.1337054	26.54598	0.003824917	3.748206	0.772276	0.929331	1.05053	1.24786
300200	-17392.26	-17375.43	-16.82688	22.52178	0.243491	0.255057	0.248536	0.252915	0.125211	0.299607	0.322664	5.7579	0.588969	0.00106176	0.00114347	0.0204051	0.00208722	0.0315747	0.968425	0.002559739	0.02969514	0.589814	0	0.8155419	3.55141	1	1	1.367581	0.9684253	0.0315747	59.21259	0.003543852	3.55141	0.746307	0.919509	1.05519	1.279
300300	-17396.8	-17374.87	-21.93895	22.73717	0.254841	0.242825	0.250231	0.252103	0.105567	0.105582	0.445515	9.82431	1.83018	0.000212859	0.000898182	0.0198063	0.00368973	0.320342	0.679658	0.06196779	0.008066167	0.445227	0	1.203428	3.681981	1	1	1.357805	0.6796582	0.3203418	60.64664	0.002016053	3.681981	0.747438	0.919945	1.05499	1.27763
300400	-17394.32	-17378.04	-16.27404	30.15762	0.250373	0.245221	0.248146	0.256259	0.01530095	0.234584	0.238894	8.56272	0.580441	0.000571514	0.000582015	0.0208613	0.00141412	0.367643	0.632357	0.05397812	0.0126713	1.29576	0	0.5214403	3.311137	1	1	1.331235	0.6323573	0.3676427	4.952634	0.002436287	3.311137	0.778959	0.931794	1.04929	1.23995
300500	-17394.69	-17372.54	-22.15149	29.93301	0.254783	0.25039	0.244628	0.250198	0.06826046	0.261479	0.403617	8.78423	1.50697	0.000507682	0.000783654	0.0170553	0.00292591	0.728906	0.271094	0.1918968	0.004072183	0.100757	0	1.191071	3.991439	1	1	1.218756	0.2710938	0.7289062	39.78354	0.00194158	3.991439	0.778174	0.931506	1.04944	1.24088
300600	-17393.63	-17373.87	-19.75184	49.34743	0.249422	0.250763	0.246656	0.253159	0.01001417	0.123538	0.464245	5.80969	0.788453	0.000405998	0.0015257	0.019093	0.00259118	0.918637	0.0813631	0.05130817	0.03096176	0.539019	0	1.696431	3.629122	1	1	1.368046	0.08136307	0.9186369	32.06703	0.003286411	3.629122	0.8253	0.948176	1.04026	1.18627
300700	-17391.86	-17373.29	-18.56816	26.43774	0.246237	0.25043	0.249781	0.253552	0.0881976	0.401269	0.669892	10.7543	0.258197	0.000815595	0.00136158	0.0218586	0.000524797	0.662217	0.337783	0.01373784	0.03678336	0.526157	0	0.5372694	3.341789	1	1	1.372847	0.3377833	0.6622167	58.81897	0.002032542	3.341789	0.764749	0.926525	1.05191	1.25682
300800	-17391.63	-17372.8	-18.83044	16.47306	0.24744	0.246459	0.25415	0.251951	0.1419204	0.081065	0.153176	7.98273	0.88502	0.000205882	0.000389022	0.0202738	0.00224769	0.549078	0.450922	0.01513184	0.003303733	1.80204	0	0.6090196	3.704795	1	1	1.351766	0.4509219	0.5490781	42.94313	0.002539709	3.704795	0.70649	0.903646	1.06179	1.32807
300900	-17395.49	-17377.1	-18.39454	1.589583	0.254783	0.250887	0.254925	0.239405	0.04672116	0.38577	0.794706	6.01168	0.633578	0.00115897	0.00238754	0.0180609	0.00190346	0.634543	0.365457	0.03489908	0.0162898	0.565434	0	0.514369	3.777227	1	1	1.395518	0.3654574	0.6345426	87.33231	0.003004308	3.777227	0.238835	0.602819	1.05528	2.10307
301000	-17391.02	-17374.74	-16.27737	5.754679	0.247748	0.250664	0.25147	0.250118	0.0521925	0.133541	0.52179	6.37127	0.55258	0.000507624	0.00198347	0.0242189	0.00210051	0.0511402	0.94886	0.01694676	0.001891825	0.818499	0	0.9123365	3.038749	1	1	1.121328	0.9488598	0.05114016	26.23513	0.003801268	3.038749	0.530693	0.820057	1.0818	1.56745
301100	-17389.04	-17372.97	-16.06477	14.14431	0.244867	0.247413	0.253047	0.254672	0.0936197	0.163509	0.340607	5.54602	0.331213	0.000529274	0.00110253	0.0179523	0.00107212	0.39285	0.60715	0.02948985	0.03356673	0.246741	0	0.9203443	3.905431	1	1	1.375403	0.6071504	0.3928496	33.48679	0.00323696	3.905431	0.685134	0.894717	1.06506	1.35509
301200	-17390.4	-17373.13	-17.27605	12.71731	0.247749	0.253757	0.251872	0.246622	0.0185038	0.233579	0.311873	3.47371	0.959869	0.0011829	0.00157941	0.0175918	0.00486102	0.315573	0.684427	0.02345561	0.007813212	0.71344	0	1.606612	3.488223	1	1	1.322824	0.6844265	0.3155735	32.54219	0.005064257	3.488223	0.669438	0.887958	1.06733	1.37527
301300	-17395.4	-17376.89	-18.5059	30.56921	0.253978	0.242782	0.250935	0.252305	0.2019079	0.161937	0.304378	2.3695	2.67111	0.000794846	0.001494	0.0116303	0.0131108	0.353849	0.646151	0.1489232	0.02370221	0.589794	0	1.127526	3.376416	1	1	1.537536	0.6461512	0.3538488	5.926285	0.004908359	3.376416	0.780376	0.932313	1.04903	1.23828
301400	-17389.51	-17373.8	-15.71435	29.712	0.247582	0.247914	0.253794	0.250711	0.07853337	0.141675	0.202558	1.13815	2.17182	0.00101373	0.00144937	0.00814387	0.0155402	0.43627	0.56373	0.06312395	0.0201217	0.760777	0	1.256596	3.877357	1	1	1.329412	0.5637304	0.4362696	15.96074	0.007155363	3.877357	0.777393	0.931219	1.04959	1.2418
301500	-17390.26	-17373.43	-16.83512	32.75293	0.252195	0.244219	0.250645	0.252941	0.09310011	0.0380321	0.248364	1.3146	2.606	0.000236655	0.00154545	0.00818013	0.0162159	0.593888	0.406112	0.02360291	0.01447793	0.277353	0	1.17475	3.793034	1	1	1.266332	0.4061115	0.5938885	15.1556	0.006222514	3.793034	0.787458	0.934889	1.04769	1.22996
301600	-17394.19	-17378.05	-16.13539	12.6649	0.256443	0.241541	0.250427	0.251589	0.1042824	0.220432	0.390684	1.08205	3.2855	0.00118767	0.00210497	0.00583001	0.017702	0.0438492	0.956151	0.02154824	0.04475365	0.118181	0	0.9363615	3.670615	1	1	1.152055	0.9561508	0.04384921	45.93981	0.005387919	3.670615	0.668816	0.887686	1.06742	1.37608
301700	-17390.25	-17374.48	-15.77654	20.89371	0.248069	0.248638	0.254294	0.248999	0.0575044	0.185922	0.324336	0.122785	2.00381	0.0021039	0.00367019	0.00138944	0.0226752	0.407721	0.592279	0.1026924	0.006291839	0.43227	0	0.440786	3.469071	1	1	1.167637	0.5922793	0.4077207	46.3834	0.01131603	3.469071	0.737228	0.91598	1.05675	1.29004
301800	-17397.13	-17373.48	-23.6479	45.96902	0.248356	0.246589	0.251167	0.253888	0.05682455	0.183053	0.178977	0.152264	3.65716	0.00142795	0.00139616	0.00118778	0.0285286	0.126363	0.873637	0.2910971	0.01776114	0.176766	0	0.1594416	3.26179	1	1	1.213472	0.8736365	0.1263635	41.13048	0.007800765	3.26179	0.819245	0.946103	1.04148	1.19317
301900	-17390.45	-17376.16	-14.28925	37.20559	0.252404	0.247248	0.247036	0.253312	0.1344857	0.153666	0.417186	0.198203	2.99602	0.00103183	0.0028013	0.00133088	0.0201175	0.0332512	0.966749	0.1828382	0.01453859	0.410218	0	1.248562	3.881687	1	1	1.292864	0.9667488	0.03325124	0.7264393	0.00671476	3.881687	0.799983	0.939376	1.04529	1.21535
302000	-17389.93	-17372.3	-17.63324	34.41674	0.251843	0.245226	0.249557	0.253374	0.09053215	0.0830115	0.109338	0.376108	2.80589	0.000817133	0.00107628	0.00370226	0.0276201	0.202763	0.797237	0.06683305	0.01416162	0.895334	0	1.760918	3.46594	1	1	1.403885	0.7972368	0.2027632	23.3683	0.009843613	3.46594	0.792412	0.936674	1.04675	1.22416
302100	-17390.62	-17376.48	-14.13974	32.44123	0.243037	0.254383	0.250505	0.252076	0.078828	0.0973845	0.247562	0.541478	1.20852	0.00145974	0.00371082	0.00811648	0.018115	0.335888	0.664112	0.05672323	0.01691734	0.141412	0	0.8015384	3.413183	1	1	1.22247	0.6641121	0.3358879	30.76853	0.01498948	3.413183	0.78649	0.934539	1.04788	1.23109
302200	-17389.08	-17374.61	-14.46973	16.67683	0.253175	0.244104	0.24968	0.253042	0.1998695	0.22296	0.40054	0.172745	0.620999	0.00574395	0.0103188	0.00445029	0.0159983	0.528998	0.471002	0.000412449	0.004854206	0.115296	0	0.405277	3.733896	1	1	1.210374	0.4710021	0.5289979	45.08081	0.02576227	3.733896	0.708156	0.90433	1.06153	1.32598
302300	-17386.19	-17373.03	-13.15506	28.42856	0.249222	0.246854	0.252141	0.251783	0.06989231	0.118324	0.320663	0.337325	0.509924	0.00293933	0.00796573	0.00837964	0.0126672	0.243489	0.756511	0.06671082	0.007684206	0.254032	0	0.4201165	3.696694	1	1	1.360956	0.7565107	0.2434893	14.07942	0.02484144	3.696694	0.772687	0.929483	1.05046	1.24737
302400	-17392.78	-17376.27	-16.51916	15.96588	0.248148	0.244998	0.251595	0.255259	0.09814493	0.086785	0.16741	0.688557	0.80053	0.00113877	0.00219671	0.00903504	0.0105043	0.225131	0.774869	0.07064676	0.001849692	0.20796	0	1.257354	3.988041	1	1	1.605364	0.7748693	0.2251307	89.14281	0.01312171	3.988041	0.702216	0.901883	1.06246	1.33344
302500	-17388.49	-17372.52	-15.96641	27.53545	0.256676	0.245733	0.24965	0.247942	0.08061672	0.131151	0.162148	1.02351	1.21517	0.00128329	0.00158659	0.0100148	0.0118902	0.457427	0.542573	0.02206975	0.00629703	0.387023	0	1.63829	3.665469	1	1	1.303722	0.5425726	0.4574274	52.969	0.009784817	3.665469	0.769228	0.928199	1.05109	1.25148
302600	-17389.99	-17374.12	-15.87062	26.53871	0.25347	0.250827	0.25065	0.245052	0.2930662	0.0928267	0.191228	1.80227	0.641644	0.000760816	0.00156733	0.0147716	0.00525898	0.39063	0.60937	0.05094198	0.02426874	0.345724	0	0.5425608	3.906436	1	1	1.206035	0.60937	0.39063	9.144792	0.008196098	3.906436	0.765172	0.926684	1.05183	1.25631
