Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
953800	-17393.4	-17374.6	-18.79473	41.72281	0.25741	0.246958	0.244584	0.251048	0.1211241	0.374055	0.426715	7.57039	1.59432	0.000855842	0.00097633	0.0173212	0.00364782	0.855825	0.144175	0.06862982	0.02221699	0.716354	0	0.4614805	3.780732	1	1	1.355567	0.1441748	0.8558252	12.58525	0.002288014	3.780732	0.810647	0.943126	1.0432	1.20303
953900	-17395.57	-17377.92	-17.64684	36.44554	0.241127	0.252331	0.258351	0.248191	0.1054854	0.075108	0.149192	7.80429	0.778388	0.000205048	0.000407299	0.021306	0.00212503	0.988872	0.0111277	0.02368406	0.01294932	1.51182	0	1.013353	3.593216	1	1	1.499121	0.01112772	0.9888723	12.08305	0.002730039	3.593216	0.798003	0.938672	1.04567	1.21765
954000	-17393.02	-17378.35	-14.66565	32.34069	0.241629	0.256366	0.253162	0.248844	0.1332699	0.436499	0.887825	5.15968	0.546417	0.00192233	0.00390995	0.0227231	0.0024064	0.525185	0.474815	0.03281967	0.001647943	0.133806	0	0.6797492	3.158006	1	1	1.160569	0.4748152	0.5251848	2.851048	0.004403965	3.158006	0.786175	0.934424	1.04794	1.23146
954100	-17394.46	-17377.28	-17.17617	38.93575	0.253738	0.241773	0.256194	0.248295	0.06507508	0.201293	0.164018	3.77247	0.481709	0.00104593	0.00085225	0.019602	0.002503	0.290261	0.709739	0.07069809	0.0488936	0.196078	0	0.4001293	3.31752	1	1	1.327135	0.7097388	0.2902612	82.57922	0.005196071	3.31752	0.804279	0.940894	1.04445	1.21038
954200	-17388.81	-17372.15	-16.65182	3.747652	0.25184	0.24666	0.247072	0.254427	0.07736173	0.133118	0.302951	8.33877	0.449932	0.000308941	0.00070309	0.0193526	0.0010442	0.430868	0.569132	0.03723355	0.008053603	1.21817	0	1.191229	3.944897	1	1	1.344164	0.5691321	0.4308679	10.06314	0.0023208	3.944897	0.439938	0.766004	1.08435	1.70971
954300	-17395.3	-17373.73	-21.57425	23.85265	0.245811	0.248226	0.254035	0.251927	0.03029444	0.384846	1.18638	15.7453	0.882673	0.000449511	0.00138572	0.018391	0.00103099	0.68364	0.31636	0.04500764	0.02412887	1.02491	0	0.6763533	3.999943	1	1	1.332714	0.3163602	0.6836398	45.0242	0.001168027	3.999943	0.753059	0.922102	1.054	1.27084
954400	-17393.18	-17374.95	-18.22534	22.19968	0.244604	0.250402	0.253138	0.251857	0.07720956	0.159547	0.565652	13.6836	0.487339	0.000221636	0.00078578	0.0190088	0.000676992	0.676754	0.323246	0.09712187	0.006424371	0.522723	0	1.107821	3.941027	1	1	1.155387	0.3232456	0.6767544	4.563499	0.00138916	3.941027	0.744586	0.918844	1.05548	1.28108
954500	-17394.79	-17373	-21.78542	17.15346	0.25226	0.243997	0.246732	0.257012	0.1998203	0.339634	0.533965	10.5407	1.69603	0.000585792	0.000920969	0.0181804	0.00292527	0.615165	0.384835	0.01413395	0.02473445	0.300251	0	0.5551338	3.738022	1	1	1.424222	0.3848351	0.6151649	75.91347	0.001724773	3.738022	0.711941	0.905877	1.06093	1.32125
954600	-17392.02	-17373.04	-18.98057	27.43194	0.246424	0.247419	0.249819	0.256338	0.1594241	0.302247	0.801808	9.15196	0.358806	0.000631848	0.00167618	0.0191322	0.000750084	0.0717404	0.92826	0.0575682	0.01428461	0.368232	0	1.034747	3.772517	1	1	1.278337	0.9282596	0.07174039	29.80827	0.0020905	3.772517	0.768817	0.928046	1.05117	1.25197
954700	-17394.78	-17373.09	-21.68805	29.8062	0.253566	0.249594	0.245616	0.251224	0.1179564	0.11927	0.288265	13.1846	0.482044	0.000189755	0.000458621	0.0209764	0.000766918	0.241378	0.758622	0.1422341	0.00874721	0.707797	0	1.173419	3.481565	1	1	1.153823	0.7586222	0.2413778	57.3282	0.001590972	3.481565	0.777727	0.931342	1.04952	1.24141
954800	-17398	-17374.81	-23.18708	41.08006	0.253996	0.245681	0.253153	0.24717	0.01307062	0.127843	0.751991	18.0366	0.38498	0.000138965	0.000817416	0.0196059	0.000418475	0.00765947	0.992341	0.08483502	0.03890942	1.04174	0	1.506979	3.826514	1	1	1.245311	0.9923405	0.007659471	49.33044	0.001087003	3.826514	0.809234	0.942632	1.04348	1.20466
954900	-17398.24	-17374.17	-24.06691	16.90887	0.249222	0.250141	0.252578	0.24806	0.05397293	0.191712	0.203042	8.80259	17.8781	0.000311046	0.00032943	0.0142819	0.0290067	0.384054	0.615946	0.03939301	0.003929085	0.960443	0	0.5194647	3.311348	1	1	1.303746	0.6159463	0.3840537	3.69063	0.001622471	3.311348	0.710017	0.905092	1.06124	1.32365
955000	-17403.04	-17373.69	-29.34849	33.54422	0.249494	0.244669	0.258602	0.247236	0.1477044	0.178134	0.307163	7.59596	35.2897	0.000311258	0.000536713	0.0132726	0.0616624	0.935565	0.0644348	0.0173724	0.001086777	1.21127	0	1.038168	3.052183	1	1	1.499203	0.06443477	0.9355652	21.31102	0.001747322	3.052183	0.789859	0.935756	1.04724	1.22715
955100	-17398.12	-17374.96	-23.158	38.37707	0.254436	0.240993	0.254999	0.249572	0.1311702	0.293851	0.587001	4.26944	8.39607	0.00062887	0.00125624	0.00913703	0.0179684	0.025631	0.974369	0.05382303	0.004433637	1.29588	0	0.9356644	3.770644	1	1	1.518942	0.974369	0.02563098	56.28234	0.002140101	3.770644	0.802923	0.940416	1.04472	1.21195
955200	-17395.59	-17373.28	-22.31308	35.82724	0.244453	0.252394	0.252617	0.250535	0.0972873	0.120178	0.338323	7.22018	5.4805	0.000265892	0.000748534	0.0159745	0.0121255	0.385788	0.614212	0.01487185	0.01901627	1.38464	0	0.9649438	3.462132	1	1	1.47473	0.614212	0.385788	62.12312	0.002212482	3.462132	0.796348	0.938083	1.04599	1.21958
955300	-17396.73	-17373.52	-23.20548	21.17144	0.251314	0.252253	0.250463	0.24597	0.1065239	0.509639	0.739307	4.98223	4.00675	0.00113663	0.00164886	0.0111117	0.00893615	0.014375	0.985625	0.1046431	0.01856647	0.625069	0	1.87566	3.947176	1	1	1.223641	0.985625	0.014375	30.62097	0.002230272	3.947176	0.738847	0.916613	1.05647	1.28807
955400	-17394.27	-17371.31	-22.95842	14.2277	0.250485	0.244621	0.253661	0.251234	0.06009881	0.192289	0.293778	8.56057	1.84486	0.000416436	0.00063623	0.0185394	0.00399538	0.24875	0.75125	0.1060293	0.009487321	0.363181	0	2.367649	3.623784	1	1	1.36372	0.7512498	0.2487502	23.92964	0.002165678	3.623784	0.685983	0.895078	1.06494	1.354
955500	-17395.62	-17374.62	-21.00523	5.881504	0.257869	0.238865	0.250076	0.253189	0.2537399	0.0423825	0.0612555	7.27507	0.367871	0.000134867	0.000194923	0.0231502	0.00117061	0.389331	0.610669	0.04101555	0.008255757	2.63931	0	0.6406705	3.713838	1	1	1.323054	0.6106688	0.3893312	23.64829	0.003182132	3.713838	0.535025	0.822425	1.08152	1.56103
955600	-17395.38	-17375.58	-19.79616	33.82434	0.252625	0.25172	0.255792	0.239862	0.09167165	0.101478	0.42527	10.8647	0.495938	0.00019144	0.000802277	0.0204964	0.000935594	0.387465	0.612535	0.09788021	0.001112123	0.784777	0	0.9478568	3.648804	1	1	1.278688	0.612535	0.387465	36.2405	0.001886512	3.648804	0.790689	0.936055	1.04708	1.22618
955700	-17390.2	-17371.91	-18.29131	24.23255	0.250351	0.250156	0.253822	0.245671	0.02137593	0.102291	0.195793	8.72825	0.851844	0.000273147	0.000522827	0.0233071	0.00227469	0.457267	0.542733	0.01029115	0.003331546	1.45412	0	0.325411	3.02073	1	1	1.339542	0.5427326	0.4572674	14.793	0.002670308	3.02073	0.754888	0.922799	1.05368	1.26864
955800	-17394.04	-17373.63	-20.40974	19.40438	0.252849	0.240905	0.250736	0.25551	0.02976608	0.24938	0.390843	14.7492	0.915911	0.000376531	0.000590121	0.0222694	0.0013829	0.765767	0.234233	0.01570831	0.009020157	0.735677	0	0.7715663	3.102531	1	1	1.401104	0.2342333	0.7657667	88.53421	0.001509867	3.102531	0.727992	0.912337	1.05831	1.30136
955900	-17406.11	-17380.62	-25.49175	39.948	0.252169	0.254713	0.2507	0.242418	0.1933796	0.26967	0.447838	17.6606	3.93741	0.000263236	0.000437153	0.0172393	0.00384347	0.85622	0.14378	0.06595863	0.04050194	2.31233	0	0.7279286	3.725227	1	1	1.260067	0.14378	0.85622	49.28923	0.0009761417	3.725227	0.806667	0.941733	1.04398	1.20762
956000	-17401.7	-17382.25	-19.45433	1.251427	0.263816	0.242313	0.247339	0.246533	0.08724739	0.223985	0.446224	10.362	1.93337	0.000395992	0.000788896	0.0183194	0.00341808	0.922338	0.077662	0.07188275	0.005556342	2.6764	0	1.030072	3.740716	1	1	1.172816	0.077662	0.922338	9.019688	0.001767939	3.740716	0.184249	0.541173	1.03175	2.24283
956100	-17398.37	-17373.28	-25.0835	4.152621	0.249517	0.246195	0.250075	0.254212	0.2397096	0.664642	0.671815	5.57819	6.39717	0.00123887	0.00125224	0.0103976	0.0119241	0.832612	0.167388	0.03320027	0.02460829	0.406829	0	0.378124	3.813753	1	1	1.262173	0.1673881	0.8326119	77.15932	0.001863973	3.813753	0.462555	0.780327	1.08435	1.67277
956200	-17397.24	-17379.13	-18.11553	44.85017	0.243145	0.248013	0.257643	0.251198	0.2301143	0.186952	0.24499	1.42275	1.88401	0.00145831	0.00191102	0.0110981	0.0146961	0.873926	0.126074	0.01894002	0.02626307	0.225324	0	0.4395286	3.214779	1	1	1.672532	0.1260739	0.8739261	86.49699	0.007800419	3.214779	0.817095	0.945362	1.04191	1.19563
956300	-17393.47	-17375	-18.46683	15.6695	0.247516	0.247517	0.247423	0.257544	0.1853196	0.0951638	0.109748	1.44391	4.3482	0.000663067	0.000764682	0.0100606	0.0302967	0.814656	0.185344	0.007575965	0.02466697	0.735078	0	0.4205914	3.293106	1	1	1.347512	0.1853441	0.8146559	18.02778	0.006967634	3.293106	0.699628	0.90081	1.06287	1.33669
956400	-17392.85	-17373.54	-19.31008	41.44249	0.250984	0.246627	0.24682	0.255569	0.0254213	0.163823	0.351725	0.894918	8.37413	0.000548394	0.00117739	0.00299572	0.0280322	0.481911	0.518089	0.0459055	0.01592881	1.09812	0	0.6010845	3.804423	1	1	1.361908	0.5180888	0.4819112	66.7413	0.003347479	3.804423	0.810035	0.942912	1.04332	1.20374
956500	-17389.76	-17375.19	-14.56424	10.0566	0.249498	0.246136	0.248383	0.255983	0.09667257	0.102519	0.437138	0.321244	5.55802	0.000540782	0.00230588	0.00169454	0.0293182	0.90693	0.0930699	0.0020573	0.006454902	0.159454	0	0.5554058	3.428596	1	1	1.338804	0.09306987	0.9069301	6.219243	0.00527494	3.428596	0.632404	0.87132	1.07222	1.42405
956600	-17397.7	-17378.29	-19.40821	6.50206	0.247534	0.261461	0.242856	0.248149	0.1906173	0.207305	0.558489	1.36422	6.68929	0.000863322	0.00232583	0.0056813	0.0278575	0.563395	0.436605	0.02667958	0.0135029	0.389925	0	0.9032246	3.033443	1	1	1.249811	0.4366046	0.5633954	39.91044	0.004164493	3.033443	0.554588	0.832899	1.08011	1.5324
956700	-17393.05	-17373.49	-19.56156	10.65911	0.255665	0.245457	0.243561	0.255317	0.2999696	0.156836	0.453311	0.293878	7.56732	0.000538076	0.00155523	0.00100824	0.0259622	0.982466	0.0175339	0.1357418	0.002273974	0.418169	0	0.5949429	3.868607	1	1	1.271274	0.01753389	0.9824661	8.119841	0.003430827	3.868607	0.641895	0.875679	1.07103	1.41139
956800	-17392.62	-17373.27	-19.35029	45.17684	0.243235	0.249693	0.251983	0.255088	0.1352727	0.239274	0.449645	1.15338	7.31128	0.000714259	0.00134224	0.00344296	0.021825	0.896039	0.103961	0.0255793	0.02089306	0.184831	0	1.298517	3.960206	1	1	1.209002	0.1039605	0.8960395	44.6757	0.002985108	3.960206	0.81773	0.945582	1.04178	1.1949
956900	-17388.98	-17371.63	-17.34799	48.66616	0.246438	0.248145	0.251348	0.254069	0.1117377	0.0478	0.118504	3.03233	1.119	0.000279028	0.000691758	0.0177009	0.00653206	0.918758	0.0812422	0.03967049	0.004506506	1.96117	0	0.5575854	3.654663	1	1	1.31382	0.08124219	0.9187578	26.83292	0.005837405	3.654663	0.824128	0.947777	1.04049	1.1876
957000	-17390.37	-17374.35	-16.014	46.34572	0.254969	0.244605	0.250867	0.24956	0.08417592	0.0724827	0.176533	2.8116	0.462067	0.000460027	0.00112041	0.0178444	0.00293261	0.462421	0.537579	0.05079153	0.03988598	0.842466	0	0.5916744	3.532371	1	1	1.302153	0.537579	0.462421	57.30567	0.006346712	3.532371	0.819952	0.946346	1.04134	1.19236
957100	-17392.9	-17372.36	-20.54412	4.873461	0.248581	0.248845	0.25048	0.252094	0.04009395	0.277451	0.456105	2.81026	2.42791	0.00109607	0.00180184	0.0111019	0.00959147	0.0858631	0.914137	0.1103224	0.0054115	0.35944	0	1.862618	3.973641	1	1	1.169472	0.9141369	0.08586311	55.72172	0.003950503	3.973641	0.496736	0.800864	1.08352	1.61888
957200	-17392.35	-17374.55	-17.80183	44.17339	0.246579	0.252079	0.24949	0.251852	0.02864695	0.0657056	0.229155	1.73263	0.626063	0.000605594	0.00211207	0.0159693	0.00577028	0.196501	0.803499	0.0384206	0.01271755	0.937197	0	1.988508	3.818994	1	1	1.192712	0.8034994	0.1965006	67.24462	0.009216773	3.818994	0.815756	0.9449	1.04218	1.19716
957300	-17390.61	-17373.1	-17.51356	49.46636	0.248273	0.24643	0.249134	0.256164	0.03931206	0.0998849	0.143376	3.32244	0.310903	0.000569173	0.000817	0.0189322	0.00177162	0.426376	0.573624	0.0918359	0.01409409	1.46928	0	0.4132597	3.706153	1	1	1.334363	0.5736245	0.4263755	79.93433	0.005698287	3.706153	0.825502	0.948245	1.04022	1.18604
957400	-17387.12	-17374.08	-13.03902	42.57395	0.258369	0.241776	0.250669	0.249186	0.03522694	0.0938168	0.214068	1.69034	1.14874	0.000748758	0.00170849	0.0134907	0.00916817	0.0416235	0.958377	0.0006320135	0.009171487	0.420582	0	1.253579	3.752571	1	1	1.310592	0.9583765	0.04162348	3.914737	0.00798107	3.752571	0.81247	0.94376	1.04283	1.20093
957500	-17390.84	-17373.95	-16.89122	34.28283	0.252886	0.24929	0.253901	0.243923	0.07648386	0.109235	0.153589	3.8709	0.2353	0.000563354	0.000792098	0.0199632	0.0012135	0.177317	0.822683	0.0009215388	0.0375996	1.31868	0	0.2922797	3.634553	1	1	1.292754	0.8226826	0.1773174	72.79104	0.005157249	3.634553	0.792026	0.936536	1.04682	1.22461
957600	-17387.78	-17375.23	-12.55092	20.73039	0.252625	0.243668	0.251913	0.251793	0.04686323	0.167225	0.343619	4.19489	1.11188	0.000686886	0.00141144	0.0172308	0.00456711	0.0466668	0.953333	0.01894699	0.008246205	0.974154	0	1.00706	3.679612	1	1	1.293748	0.9533332	0.04666683	0.7998535	0.004107567	3.679612	0.736261	0.915601	1.05691	1.29122
957700	-17391.01	-17373.48	-17.52697	22.82191	0.251249	0.245201	0.251219	0.252331	0.06280106	0.0576169	0.119379	4.47855	0.335509	0.000266331	0.000551823	0.0207019	0.00155087	0.225158	0.774842	0.07421429	0.007889578	0.434093	0	1.746302	3.722831	1	1	1.505936	0.7748418	0.2251582	6.148353	0.004622446	3.722831	0.747878	0.920115	1.05491	1.27709
957800	-17394.89	-17374.73	-20.15926	3.711816	0.242593	0.248488	0.251805	0.257114	0.4516238	0.0798422	0.151658	2.28261	1.35788	0.000673519	0.00127933	0.0192552	0.0114546	0.646586	0.353414	0.07022083	0.01142257	0.354009	0	0.5713634	3.057248	1	1	1.270822	0.353414	0.646586	12.34409	0.008435616	3.057248	0.437794	0.764614	1.08432	1.71327
957900	-17396.05	-17378.29	-17.75977	48.10088	0.251611	0.254041	0.252925	0.241423	0.07982676	0.210861	0.648722	1.28515	1.28998	0.00170875	0.00525704	0.0104144	0.0104536	0.855897	0.144103	0.2728654	0.009422024	0.204856	0	0.6016639	3.909816	1	1	1.147404	0.1441031	0.8558969	13.93363	0.00810369	3.909816	0.823138	0.947438	1.0407	1.18873
958000	-17390.24	-17373.14	-17.10655	18.43485	0.253738	0.252381	0.25057	0.24331	0.03948739	0.184903	0.244362	1.20031	1.10806	0.00184804	0.00244232	0.0119967	0.0110746	0.944549	0.0554508	0.06812822	0.0188169	0.141891	0	1.61193	3.406901	1	1	1.287155	0.05545084	0.9445492	92.49438	0.009994664	3.406901	0.72142	0.909712	1.05939	1.30947
958100	-17393.4	-17375.98	-17.42029	34.72831	0.259709	0.239939	0.250804	0.249548	0.01572365	0.204624	0.214	1.02659	1.2038	0.00224427	0.0023471	0.0112594	0.013203	0.623481	0.376519	0.05889058	0.01176819	0.324326	0	1.704544	3.289592	1	1	1.237439	0.3765185	0.6234815	78.20328	0.01096776	3.289592	0.793302	0.936993	1.04658	1.22313
958200	-17389.67	-17375.87	-13.8027	40.83224	0.24987	0.243756	0.257701	0.248672	0.03502013	0.416235	0.286133	1.27087	2.41879	0.00260828	0.00179301	0.00796374	0.015157	0.87467	0.12533	0.02236465	0.003695241	0.210736	0	0.5670764	3.48818	1	1	1.306099	0.1253299	0.8746701	6.564846	0.006266364	3.48818	0.808681	0.942439	1.04359	1.20529
958300	-17389.88	-17374.2	-15.67716	31.89953	0.248972	0.245885	0.253969	0.251173	0.06575051	0.16433	0.228757	0.495034	3.46471	0.000994942	0.00138502	0.0029972	0.0209772	0.73821	0.26179	0.02805346	0.01733405	0.126929	0	0.6265214	3.869363	1	1	1.346971	0.26179	0.73821	63.17944	0.006054532	3.869363	0.784774	0.933916	1.0482	1.23311
958400	-17390.29	-17372.71	-17.57994	45.65964	0.254231	0.246932	0.251466	0.247371	0.1514002	0.337867	0.74508	0.601217	4.10853	0.00162097	0.00357464	0.00288443	0.0197113	0.229676	0.770324	0.04921366	0.02674123	0.19836	0	0.928697	3.632709	1	1	1.248886	0.7703245	0.2296755	52.81091	0.004797651	3.632709	0.818658	0.945901	1.0416	1.19384
958500	-17389.56	-17372.93	-16.62675	25.22155	0.248062	0.245938	0.251357	0.254643	0.133217	0.284391	0.550974	0.54154	4.81336	0.00138577	0.00268476	0.00263879	0.0234544	0.857292	0.142708	0.03691839	0.01612091	0.326719	0	1.453938	3.480339	1	1	1.274307	0.1427078	0.8572922	11.15284	0.00487276	3.480339	0.759463	0.924535	1.05286	1.26314
958600	-17396.61	-17376.47	-20.13786	9.587901	0.245361	0.250805	0.246912	0.256922	0.2634501	0.318883	0.875014	0.410309	4.82084	0.00145852	0.00400216	0.00187668	0.0220497	0.658377	0.341623	0.1839204	0.01310896	0.368492	0	0.8554022	3.687612	1	1	1.338163	0.3416229	0.6583771	21.54642	0.00457383	3.687612	0.624463	0.867621	1.07318	1.43474
958700	-17393.85	-17372.13	-21.71995	29.22706	0.247488	0.253148	0.251183	0.248182	0.2334301	0.0863592	0.240695	1.90982	3.32316	0.0004589	0.00127902	0.0101485	0.0176588	0.662651	0.337349	0.09329875	0.01658642	0.885328	0	1.714152	3.483406	1	1	1.235494	0.3373492	0.6626508	53.04569	0.005313851	3.483406	0.77565	0.930578	1.04991	1.24386
958800	-17393.87	-17372.43	-21.44056	17.69022	0.247874	0.249079	0.249673	0.253374	0.1118511	0.184327	0.607065	1.47132	7.39216	0.000616297	0.00202972	0.00491934	0.0247156	0.185979	0.814021	0.07568762	0.02823628	0.585076	0	1.421142	3.259947	1	1	1.378262	0.8140211	0.1859789	70.71756	0.003343493	3.259947	0.71603	0.907538	1.06027	1.31616
958900	-17395.49	-17375.77	-19.72272	13.06173	0.24261	0.250282	0.253154	0.253955	0.1801697	0.244724	0.502021	1.29727	8.43116	0.000804412	0.00165015	0.00426414	0.0277134	0.755922	0.244078	0.03375578	0.003109692	0.738853	0	0.8540762	3.03021	1	1	1.4261	0.2440776	0.7559224	31.23582	0.003287018	3.03021	0.673445	0.8897	1.06676	1.37009
959000	-17398.13	-17373.85	-24.28192	36.44552	0.251232	0.247253	0.249616	0.2519	0.5499285	0.329428	0.269501	0.803122	5.66535	0.00163879	0.00134067	0.00399524	0.028183	0.131445	0.868555	0.006369778	0.00485814	0.498906	0	0.363149	3.176801	1	1	1.388859	0.8685555	0.1314445	77.43204	0.004974637	3.176801	0.798003	0.938672	1.04567	1.21765
959100	-17390.72	-17373.58	-17.14158	17.75906	0.250712	0.246896	0.247425	0.254967	0.06633093	0.307668	0.475694	0.0682926	8.38533	0.0009347	0.00144517	0.000207474	0.0254748	0.309429	0.690571	0.008510659	0.002944714	0.693963	0	0.9692199	3.838682	1	1	1.339445	0.690571	0.309429	18.8831	0.003038019	3.838682	0.716542	0.907746	1.06019	1.31552
959200	-17392.09	-17373.36	-18.73598	8.617429	0.253603	0.24562	0.250921	0.249856	0.02322084	0.273439	0.555299	1.6822	4.7228	0.00101883	0.00206904	0.00626788	0.0175972	0.474962	0.525038	0.01117315	0.02192555	0.682339	0	0.7095397	3.791569	1	1	1.499313	0.5250376	0.4749624	94.84417	0.003726003	3.791569	0.606198	0.858929	1.07526	1.45961
959300	-17395.48	-17375.8	-19.67701	12.14163	0.252509	0.251399	0.248622	0.247471	0.1086825	0.16633	0.370781	1.80157	4.49493	0.000710637	0.00158414	0.00769711	0.0192044	0.499085	0.500915	0.0918838	0.007901826	0.902564	0	1.113575	3.813554	1	1	1.389521	0.5009146	0.4990854	48.32871	0.004272452	3.813554	0.662393	0.884869	1.06831	1.38443
959400	-17390.24	-17374.09	-16.15154	37.57754	0.250456	0.248574	0.250921	0.25005	0.07832691	0.0920609	0.373802	0.832131	5.50762	0.000360323	0.00146305	0.00325693	0.0215566	0.718468	0.281532	0.08424513	0.002007942	0.876568	0	0.6623804	3.751714	1	1	1.434813	0.2815318	0.7184682	5.035792	0.003913967	3.751714	0.800931	0.939711	1.0451	1.21425
959500	-17396.13	-17378.98	-17.15533	36.6185	0.257411	0.255731	0.243035	0.243823	0.1746662	0.636982	0.486291	0.409742	2.86768	0.00422379	0.00322457	0.00271698	0.0190154	0.235155	0.764845	0.03445328	0.03148884	0.176803	0	0.8098456	3.744374	1	1	1.321953	0.7648454	0.2351546	86.26432	0.006630943	3.744374	0.798459	0.938834	1.04558	1.21712
959600	-17395.17	-17375.39	-19.78333	10.06455	0.25251	0.251867	0.244968	0.250654	0.08586049	0.438017	1.06644	1.07306	4.56836	0.00182527	0.004444	0.00447156	0.0190369	0.958415	0.0415851	0.03777644	0.01475786	0.298066	0	1.604822	3.665133	1	1	1.505782	0.04158509	0.9584149	42.42448	0.004167116	3.665133	0.632534	0.87138	1.07221	1.42388
959700	-17395.81	-17376.82	-18.99285	36.40064	0.252822	0.255416	0.246716	0.245046	0.2639746	0.218007	0.620324	0.133514	6.87559	0.000787384	0.00224045	0.000482218	0.0248328	0.416362	0.583638	0.008060911	0.007914712	0.151359	0	0.7060941	3.643055	1	1	1.44011	0.5836377	0.4163623	39.01469	0.003611742	3.643055	0.797885	0.93863	1.0457	1.21779
959800	-17394.39	-17375.61	-18.7797	46.02911	0.243486	0.245331	0.256981	0.254203	0.05928624	0.111456	0.235886	0.892655	7.18426	0.000408172	0.000863857	0.00326907	0.0263101	0.396771	0.603229	0.002629642	0.001360328	1.24835	0	1.462029	3.757268	1	1	1.100598	0.6032291	0.3967709	71.1729	0.003662182	3.757268	0.819358	0.946142	1.04146	1.19304
959900	-17391.37	-17373.36	-18.004	43.57021	0.255091	0.25037	0.243062	0.251478	0.05273184	0.171603	0.229818	0.23367	11.1103	0.000555698	0.000744216	0.000756689	0.0359783	0.652608	0.347392	0.04671642	0.003272105	0.840111	0	0.6988732	3.301132	1	1	1.364013	0.3473915	0.6526085	27.52449	0.003238279	3.301132	0.814537	0.944478	1.04242	1.19856
960000	-17397.66	-17376.19	-21.47714	36.32065	0.252246	0.245752	0.255966	0.246036	0.2005002	0.277957	0.577547	0.036193	5.91632	0.00112154	0.00233037	0.000146037	0.023872	0.0218124	0.978188	0.01853359	0.04194368	0.450785	0	1.431786	3.729272	1	1	1.576021	0.9781876	0.02181237	95.93436	0.00403494	3.729272	0.797672	0.938554	1.04574	1.21804
960100	-17391.29	-17371.86	-19.43107	38.56384	0.252863	0.246648	0.249542	0.250947	0.09533279	0.458268	0.633027	1.03598	4.14917	0.00181065	0.00250114	0.00409325	0.0163937	0.668079	0.331921	0.1385011	0.004975291	0.332717	0	1.513925	3.978694	1	1	1.241746	0.3319214	0.6680786	24.21447	0.003951082	3.978694	0.80338	0.940577	1.04463	1.21142
960200	-17388.19	-17371.23	-16.96158	27.19968	0.250194	0.24502	0.252793	0.251993	0.08066669	0.139263	0.240389	0.268466	4.0362	0.000883917	0.00152578	0.00170399	0.0256183	0.0477724	0.952228	0.01262737	0.0138683	0.407765	0	1.541786	3.574461	1	1	1.272552	0.9522276	0.04777245	70.05074	0.006347122	3.574461	0.767886	0.927699	1.05134	1.25308
960300	-17392.12	-17372.39	-19.73293	49.96929	0.248795	0.245696	0.255326	0.250183	0.3166303	0.0747571	0.0970754	0.196522	6.1749	0.000534387	0.000693925	0.0014048	0.0441401	0.963614	0.0363855	0.0581635	0.009762171	1.50291	0	0.6173651	3.518773	1	1	1.338832	0.0363855	0.9636145	9.456655	0.007148308	3.518773	0.826349	0.948533	1.04004	1.18507
960400	-17392.05	-17375.9	-16.15122	16.19735	0.249531	0.246073	0.254388	0.250008	0.1882607	0.381169	0.366876	0.23612	6.4128	0.00149425	0.00143821	0.000925628	0.0251392	0.563975	0.436025	0.01274186	0.02253084	0.630576	0	0.6068632	3.885947	1	1	1.223423	0.4360245	0.5639755	11.9273	0.003920164	3.885947	0.70419	0.902699	1.06216	1.33095
960500	-17399.23	-17378.34	-20.89232	35.65203	0.257639	0.236311	0.247275	0.258775	0.06576876	0.271529	1.0514	0.12147	9.78709	0.000803796	0.00311241	0.000359583	0.0289723	0.162382	0.837618	0.03617555	0.0071478	0.240478	0	2.245532	3.31976	1	1	1.309573	0.8376179	0.1623821	18.29346	0.002960255	3.31976	0.795871	0.937913	1.04608	1.22013
960600	-17393.38	-17372.7	-20.67491	30.85166	0.244809	0.245106	0.253914	0.256172	0.1739685	0.443676	0.817987	1.07089	11.2508	0.00103731	0.00191245	0.00250373	0.0263042	0.0107961	0.989204	0.02520622	0.006435859	0.615905	0	0.5845449	3.226363	1	1	1.338345	0.9892039	0.01079614	34.67202	0.002337991	3.226363	0.781333	0.932663	1.04885	1.23715
960700	-17389.98	-17372.45	-17.53303	46.16013	0.249206	0.246085	0.250628	0.25408	0.1520998	0.0971342	0.325306	0.24269	6.64384	0.00046306	0.00155081	0.00115696	0.0316727	0.722277	0.277723	0.06387268	0.005088757	0.737864	0	0.5688075	3.250217	1	1	1.434261	0.2777233	0.7222767	19.21266	0.004767222	3.250217	0.819604	0.946227	1.04141	1.19276
960800	-17392.21	-17373.39	-18.82165	8.368254	0.246209	0.249284	0.258771	0.245736	0.08703509	0.245268	0.54182	2.32063	4.69001	0.000869467	0.00192074	0.00822655	0.0166259	0.716788	0.283212	0.003880743	0.009405141	0.567879	0	1.391482	3.47394	1	1	1.322863	0.2832122	0.7167878	37.27634	0.003544969	3.47394	0.601052	0.856433	1.07581	1.4667
