Iteration	1	2	3	4	5	6	7	simmap
155800	{2,1.68097}	{1,1.00499:5,0.0245161:2,0.651462}	{3,6.24228}	{4,8.89379}	{2,3.64673:7,0.0328294:2,0.554965:7,0.212757:3,0.114024}	{3,2.27446:10,0.144549:4,0.232504}	{4,0}	(((n1:{2,1.68097},n0:{1,1.00499:5,0.0245161:2,0.651462}):{2,3.64673:7,0.0328294:2,0.554965:7,0.212757:3,0.114024},n2:{3,6.24228}):{3,2.27446:10,0.144549:4,0.232504},n3:{4,8.89379});
155900	{2,0.94468:5,0.0187545:1,0.0547323:5,0.0106259:2,0.629153:5,0.00559965:2,0.0189112}	{1,0.713967:5,0.0232296:2,0.94526}	{3,2.35076:7,0.0108794:2,1.82018:7,0.011961:3,0.5478:7,0.00366404:3,0.22411:7,0.0337969:3,0.8874}	{4,9.97058}	{2,2.23216:7,0.0328696:2,0.511893:7,0.0419515:2,0.365807:7,0.0143485:2,0.0615795:7,0.00612805:2,0.398683:7,0.0115689:3,0.531106}	{3,0.373087:7,0.0190882:3,1.07894:7,0.0430043:3,0.365974:7,0.0832938:3,2.04698:10,0.00424648:4,0.0654228}	{4,0}	(((n0:{1,0.713967:5,0.0232296:2,0.94526},n1:{2,0.94468:5,0.0187545:1,0.0547323:5,0.0106259:2,0.629153:5,0.00559965:2,0.0189112}):{2,2.23216:7,0.0328696:2,0.511893:7,0.0419515:2,0.365807:7,0.0143485:2,0.0615795:7,0.00612805:2,0.398683:7,0.0115689:3,0.531106},n2:{3,2.35076:7,0.0108794:2,1.82018:7,0.011961:3,0.5478:7,0.00366404:3,0.22411:7,0.0337969:3,0.8874}):{3,0.373087:7,0.0190882:3,1.07894:7,0.0430043:3,0.365974:7,0.0832938:3,2.04698:10,0.00424648:4,0.0654228},n3:{4,9.97058});
156000	{2,0.590206:5,0.0974294:2,0.0370864:5,0.00222855:2,1.1189}	{1,0.0717607:5,0.0225922:1,0.0446325:5,0.00869299:2,0.31047:5,0.120399:1,0.0205564:5,0.00984962:1,0.502333:5,0.101012:2,0.633548}	{3,2.12805:7,0.0355327:2,0.147123:7,0.00674261:3,0.37711:7,0.0557462:2,1.46036:7,0.0441933:3,0.0882896:7,0.0405177:3,1.25044:7,0.0579646:3,0.450747}	{4,8.25047:10,0.00721479:3,0.0669769:10,0.0107396:3,0.440742:10,0.0302659:4,0.255178:10,0.0118673:4,0.382255:10,0.000368961:4,0.385966:10,0.0936037:4,0.101207}	{2,1.1859:7,0.0126179:2,0.679476:7,0.015465:3,0.26628:7,0.0019787:3,1.28994:7,0.0455829:2,0.487375:7,0.0713611:2,0.0554452:7,0.0260449:2,0.00748495:7,0.0702871:3,0.0817306}	{3,0.171292:7,0.0149479:3,0.493712:7,0.021773:2,0.384957:7,0.0500092:2,0.143279:7,0.0115638:3,0.411536:7,0.0137875:3,0.172211:10,0.0138688:4,1.7482:10,0.0306586:4,0.212248}	{4,0}	(((n1:{2,0.590206:5,0.0974294:2,0.0370864:5,0.00222855:2,1.1189},n0:{1,0.0717607:5,0.0225922:1,0.0446325:5,0.00869299:2,0.31047:5,0.120399:1,0.0205564:5,0.00984962:1,0.502333:5,0.101012:2,0.633548}):{2,1.1859:7,0.0126179:2,0.679476:7,0.015465:3,0.26628:7,0.0019787:3,1.28994:7,0.0455829:2,0.487375:7,0.0713611:2,0.0554452:7,0.0260449:2,0.00748495:7,0.0702871:3,0.0817306},n2:{3,2.12805:7,0.0355327:2,0.147123:7,0.00674261:3,0.37711:7,0.0557462:2,1.46036:7,0.0441933:3,0.0882896:7,0.0405177:3,1.25044:7,0.0579646:3,0.450747}):{3,0.171292:7,0.0149479:3,0.493712:7,0.021773:2,0.384957:7,0.0500092:2,0.143279:7,0.0115638:3,0.411536:7,0.0137875:3,0.172211:10,0.0138688:4,1.7482:10,0.0306586:4,0.212248},n3:{4,8.25047:10,0.00721479:3,0.0669769:10,0.0107396:3,0.440742:10,0.0302659:4,0.255178:10,0.0118673:4,0.382255:10,0.000368961:4,0.385966:10,0.0936037:4,0.101207});
156100	{2,1.37996:5,0.00221651:2,0.209219}	{1,0.832741:5,0.00629774:2,0.752355}	{3,2.86222:7,0.119378:3,0.380526:7,0.0258357:3,2.19641:7,0.00863895:2,0.530017}	{4,9.65261}	{2,0.715482:7,0.0474863:2,0.0724734:7,0.0267476:3,1.1385:7,0.132112:2,2.18172:7,0.0450474:2,0.172046}	{2,1.23931:7,0.11285:3,0.140143:7,0.05093:3,1.30882:10,0.0565561:4,0.620983}	{4,0}	((n2:{3,2.86222:7,0.119378:3,0.380526:7,0.0258357:3,2.19641:7,0.00863895:2,0.530017},(n1:{2,1.37996:5,0.00221651:2,0.209219},n0:{1,0.832741:5,0.00629774:2,0.752355}):{2,0.715482:7,0.0474863:2,0.0724734:7,0.0267476:3,1.1385:7,0.132112:2,2.18172:7,0.0450474:2,0.172046}):{2,1.23931:7,0.11285:3,0.140143:7,0.05093:3,1.30882:10,0.0565561:4,0.620983},n3:{4,9.65261});
156200	{2,1.45626}	{1,0.212999:5,0.00659906:2,0.065176:5,0.0437197:2,1.12777}	{3,2.25358:7,0.0888894:3,0.737541:7,0.0829783:2,0.273695:7,0.0280045:3,0.374436:7,0.157249:3,1.33638}	{4,9.10812}	{2,1.855:7,0.00312243:2,1.43101:7,0.368374:3,0.218991}	{3,2.65523:10,0.0422366:4,1.0779}	{4,0}	((n2:{3,2.25358:7,0.0888894:3,0.737541:7,0.0829783:2,0.273695:7,0.0280045:3,0.374436:7,0.157249:3,1.33638},(n0:{1,0.212999:5,0.00659906:2,0.065176:5,0.0437197:2,1.12777},n1:{2,1.45626}):{2,1.855:7,0.00312243:2,1.43101:7,0.368374:3,0.218991}):{3,2.65523:10,0.0422366:4,1.0779},n3:{4,9.10812});
156300	{0,1.54587:2,0.0496561}	{0,1.39733:2,0.198196}	{0,1.802:3,0.115282:0,3.8508:3,0.0544024}	{0,1.83729:4,0.0799945:0,5.66284:4,0.480008:0,2.06165:4,0.139563}	{2,0.321756:0,3.66496:3,0.240249}	{0,2.20995:3,0.0276982:0,1.9859:4,0.215311}	{4,0}	((n2:{0,1.802:3,0.115282:0,3.8508:3,0.0544024},(n1:{0,1.54587:2,0.0496561},n0:{0,1.39733:2,0.198196}):{2,0.321756:0,3.66496:3,0.240249}):{0,2.20995:3,0.0276982:0,1.9859:4,0.215311},n3:{0,1.83729:4,0.0799945:0,5.66284:4,0.480008:0,2.06165:4,0.139563});
156400	{2,0.226068:5,0.0220843:2,1.36488}	{1,0.224819:5,0.0434272:1,1.07337:5,0.02887:1,0.188317:5,0.00449789:2,0.0497254}	{3,3.00484:7,0.0158664:3,1.90059:7,0.0117513:2,0.301196:7,0.00723777:2,0.750147:7,0.186216:2,0.163199:7,0.0114756:2,0.275172}	{4,9.89146}	{2,1.1733:7,0.00695335:3,0.486123:7,0.0335317:3,1.04417:7,0.0109892:2,0.790201:7,0.075527:2,0.689708:7,0.00799108:3,0.365719:7,0.0184127:2,0.312027}	{2,0.200428:7,0.0250958:3,0.801778:7,0.00439088:3,0.898108:10,0.00520455:4,1.32877}	{4,0}	(((n0:{1,0.224819:5,0.0434272:1,1.07337:5,0.02887:1,0.188317:5,0.00449789:2,0.0497254},n1:{2,0.226068:5,0.0220843:2,1.36488}):{2,1.1733:7,0.00695335:3,0.486123:7,0.0335317:3,1.04417:7,0.0109892:2,0.790201:7,0.075527:2,0.689708:7,0.00799108:3,0.365719:7,0.0184127:2,0.312027},n2:{3,3.00484:7,0.0158664:3,1.90059:7,0.0117513:2,0.301196:7,0.00723777:2,0.750147:7,0.186216:2,0.163199:7,0.0114756:2,0.275172}):{2,0.200428:7,0.0250958:3,0.801778:7,0.00439088:3,0.898108:10,0.00520455:4,1.32877},n3:{4,9.89146});
156500	{2,0.259854:5,0.0112414:1,0.967819:5,0.0652977:2,0.0858953:5,0.00365038:2,0.0621358}	{1,0.00819186:5,0.00815613:2,0.113944:5,0.00469467:2,0.385329:5,0.0160533:2,0.403348:5,0.000378399:2,0.0833194:5,0.00550857:2,0.0230766:5,0.0116226:1,0.0438828:5,0.0262486:1,0.0331794:5,0.0280774:1,0.0778064:5,0.0289234:2,0.154153}	{3,2.00725:0,4.93442:2,0.0124294}	{4,2.00725:0,5.98335:4,2.4115}	{2,0.450494:5,0.000380731:2,0.100479:0,4.93414:2,0.0127149}	{2,0.528067:7,0.0142308:2,0.16078:7,0.013676:3,0.707164:10,0.0122485:4,0.474055:10,0.0106914:4,1.52708}	{4,0}	((n2:{3,2.00725:0,4.93442:2,0.0124294},(n1:{2,0.259854:5,0.0112414:1,0.967819:5,0.0652977:2,0.0858953:5,0.00365038:2,0.0621358},n0:{1,0.00819186:5,0.00815613:2,0.113944:5,0.00469467:2,0.385329:5,0.0160533:2,0.403348:5,0.000378399:2,0.0833194:5,0.00550857:2,0.0230766:5,0.0116226:1,0.0438828:5,0.0262486:1,0.0331794:5,0.0280774:1,0.0778064:5,0.0289234:2,0.154153}):{2,0.450494:5,0.000380731:2,0.100479:0,4.93414:2,0.0127149}):{2,0.528067:7,0.0142308:2,0.16078:7,0.013676:3,0.707164:10,0.0122485:4,0.474055:10,0.0106914:4,1.52708},n3:{4,2.00725:0,5.98335:4,2.4115});
156600	{2,1.80254}	{1,0.641079:5,0.245696:2,0.915766}	{3,5.58847:7,0.00204654:3,1.69612}	{4,10.0156}	{2,1.92444:7,0.0245418:3,3.53511}	{3,0.716082:10,0.074325:4,0.733338:10,0.052306:4,1.15289}	{4,0}	((n2:{3,5.58847:7,0.00204654:3,1.69612},(n0:{1,0.641079:5,0.245696:2,0.915766},n1:{2,1.80254}):{2,1.92444:7,0.0245418:3,3.53511}):{3,0.716082:10,0.074325:4,0.733338:10,0.052306:4,1.15289},n3:{4,10.0156});
156700	{2,1.5976}	{1,0.528224:5,7.0972e-06:2,1.06937}	{3,1.93156:0,5.22466:3,0.00232816}	{4,1.93156:0,5.97483:4,1.0923}	{2,0.333958:0,5.2252:3,0.00179184}	{3,1.23245:10,0.0232706:4,0.584412}	{4,0}	(((n1:{2,1.5976},n0:{1,0.528224:5,7.0972e-06:2,1.06937}):{2,0.333958:0,5.2252:3,0.00179184},n2:{3,1.93156:0,5.22466:3,0.00232816}):{3,1.23245:10,0.0232706:4,0.584412},n3:{4,1.93156:0,5.97483:4,1.0923});
156800	{0,1.44091:1,0.0610098}	{0,1.43703:1,0.0648914}	{0,2.14517:3,0.0284336:0,4.8234:2,0.088114}	{0,1.8864:4,0.287204:0,5.74036:4,0.113377:0,1.15113:4,0.0479623}	{0,0.656948:2,0.0147342:0,4.43468:2,0.476834}	{0,0.896327:3,0.0458979:0,1.16607:4,0.0330212}	{4,0}	((n2:{0,2.14517:3,0.0284336:0,4.8234:2,0.088114},(n1:{0,1.44091:1,0.0610098},n0:{0,1.43703:1,0.0648914}):{0,0.656948:2,0.0147342:0,4.43468:2,0.476834}):{0,0.896327:3,0.0458979:0,1.16607:4,0.0330212},n3:{0,1.8864:4,0.287204:0,5.74036:4,0.113377:0,1.15113:4,0.0479623});
156900	{2,0.922345:5,0.00634348:2,0.516933}	{1,0.239631:5,0.452857:2,0.753132}	{3,2.4482:7,0.0871132:2,0.0954995:7,0.0478757:2,0.698624:7,0.114657:3,0.0818286:7,0.541859:2,0.50577:7,0.00839906:2,1.839:7,0.338984:3,0.462024}	{4,9.15127}	{2,0.503911:7,0.223471:2,0.566738:7,0.0217319:3,1.16198:7,0.133008:2,1.9013:7,0.138338:3,0.87225:7,0.0513867:3,0.250096}	{3,1.49762:10,0.298782:4,0.0850224}	{4,0}	(((n0:{1,0.239631:5,0.452857:2,0.753132},n1:{2,0.922345:5,0.00634348:2,0.516933}):{2,0.503911:7,0.223471:2,0.566738:7,0.0217319:3,1.16198:7,0.133008:2,1.9013:7,0.138338:3,0.87225:7,0.0513867:3,0.250096},n2:{3,2.4482:7,0.0871132:2,0.0954995:7,0.0478757:2,0.698624:7,0.114657:3,0.0818286:7,0.541859:2,0.50577:7,0.00839906:2,1.839:7,0.338984:3,0.462024}):{3,1.49762:10,0.298782:4,0.0850224},n3:{4,9.15127});
157000	{2,0.0929432:5,0.0109014:1,0.887494:5,0.021329:1,0.232304}	{1,0.309511:5,0.00191544:1,0.144564:5,0.0185578:1,0.0176852:5,0.0109444:1,0.259776:5,0.00727332:1,0.474745}	{3,2.35571:7,0.00668051:3,0.201231:7,0.0132295:3,0.105364:7,0.00138842:3,1.19958:7,0.0352868:3,1.1242:7,0.0185309:3,0.0515386:7,0.00486593:3,0.597101:7,0.0077029:3,0.0481123:7,0.0128643:3,0.485982:7,2.04337e-05:3,0.106251:7,0.0175342:3,0.399972:7,0.00506793:3,0.0715041:7,0.0222402:2,0.0374437}	{4,2.13733:0,5.86505:4,0.176683:10,0.00818451:3,0.0403409:10,0.00747162:4,0.862064:10,0.00333107:4,0.191835}	{1,0.115796:5,0.00145173:2,0.360694:5,0.0228869:1,0.240269:5,0.0197604:2,0.267772:7,0.0403352:2,0.585336:7,0.0175971:3,0.111778:7,0.0475549:3,0.036126:7,0.00470938:3,0.0439654:7,0.00997061:3,0.309703:7,0.00998792:3,0.126891:7,0.00927765:2,0.287223:7,0.00462497:2,0.246769:7,0.00848671:3,0.266769:7,0.00827748:2,0.0491897:7,0.00689411:3,0.0673505:7,0.00984865:3,0.928545:7,0.050647:2,0.968713:7,0.00740156:2,0.391828}	{2,0.306584:7,0.0306767:2,0.544333:7,0.0178812:2,0.145987:7,0.000868827:3,0.0348381:10,0.041481:3,0.0580494:10,0.000784961:4,0.412385:10,0.0125427:4,0.756478}	{4,0}	((n2:{3,2.35571:7,0.00668051:3,0.201231:7,0.0132295:3,0.105364:7,0.00138842:3,1.19958:7,0.0352868:3,1.1242:7,0.0185309:3,0.0515386:7,0.00486593:3,0.597101:7,0.0077029:3,0.0481123:7,0.0128643:3,0.485982:7,2.04337e-05:3,0.106251:7,0.0175342:3,0.399972:7,0.00506793:3,0.0715041:7,0.0222402:2,0.0374437},(n0:{1,0.309511:5,0.00191544:1,0.144564:5,0.0185578:1,0.0176852:5,0.0109444:1,0.259776:5,0.00727332:1,0.474745},n1:{2,0.0929432:5,0.0109014:1,0.887494:5,0.021329:1,0.232304}):{1,0.115796:5,0.00145173:2,0.360694:5,0.0228869:1,0.240269:5,0.0197604:2,0.267772:7,0.0403352:2,0.585336:7,0.0175971:3,0.111778:7,0.0475549:3,0.036126:7,0.00470938:3,0.0439654:7,0.00997061:3,0.309703:7,0.00998792:3,0.126891:7,0.00927765:2,0.287223:7,0.00462497:2,0.246769:7,0.00848671:3,0.266769:7,0.00827748:2,0.0491897:7,0.00689411:3,0.0673505:7,0.00984865:3,0.928545:7,0.050647:2,0.968713:7,0.00740156:2,0.391828}):{2,0.306584:7,0.0306767:2,0.544333:7,0.0178812:2,0.145987:7,0.000868827:3,0.0348381:10,0.041481:3,0.0580494:10,0.000784961:4,0.412385:10,0.0125427:4,0.756478},n3:{4,2.13733:0,5.86505:4,0.176683:10,0.00818451:3,0.0403409:10,0.00747162:4,0.862064:10,0.00333107:4,0.191835});
157100	{2,1.7145}	{1,0.0676009:5,0.0282476:1,1.32058:5,0.0394489:2,0.258618}	{3,2.56226:7,0.0434807:2,0.690975:7,0.0229949:2,0.697629:7,0.0536858:3,0.777599:7,0.039658:3,0.0676094:7,0.0103305:3,1.31261:7,0.00155136:2,0.278622:7,0.00297223:2,0.451999:7,0.0999857:2,0.594007:7,0.0170853:3,0.666062}	{4,9.8569}	{2,0.646398:7,0.000583502:2,1.9254:7,0.0465366:3,0.298601:7,0.0127978:2,0.101378:7,0.0173955:2,2.53499:7,0.0374141:3,1.05512}	{3,0.353541:10,0.00832732:4,1.02851:10,0.0235743:4,0.0518293}	{4,0}	((n2:{3,2.56226:7,0.0434807:2,0.690975:7,0.0229949:2,0.697629:7,0.0536858:3,0.777599:7,0.039658:3,0.0676094:7,0.0103305:3,1.31261:7,0.00155136:2,0.278622:7,0.00297223:2,0.451999:7,0.0999857:2,0.594007:7,0.0170853:3,0.666062},(n1:{2,1.7145},n0:{1,0.0676009:5,0.0282476:1,1.32058:5,0.0394489:2,0.258618}):{2,0.646398:7,0.000583502:2,1.9254:7,0.0465366:3,0.298601:7,0.0127978:2,0.101378:7,0.0173955:2,2.53499:7,0.0374141:3,1.05512}):{3,0.353541:10,0.00832732:4,1.02851:10,0.0235743:4,0.0518293},n3:{4,9.8569});
157200	{2,0.232912:5,0.0864138:1,0.219972:5,0.017072:1,0.0344268:5,0.0305975:2,0.0629791:5,0.000123963:2,0.329553:5,0.0557131:2,0.351513}	{1,0.0844646:5,0.0197581:2,0.43834:5,0.0136555:2,0.0607781:5,0.0132559:1,0.47552:5,0.0208659:2,0.294638}	{3,2.15148:7,0.00445033:3,0.285534:7,0.0214065:2,0.00476178:7,0.0271021:2,0.264348:7,0.0133389:3,0.0241336:7,0.00738918:2,0.239066:7,0.0137466:3,0.238407:7,0.0079249:2,0.0121254:7,0.0647618:2,0.0221561:7,0.0234606:3,0.435111:7,0.0360046:3,0.74748:7,0.0107664:2,0.35192:7,0.0458895:2,0.322128:7,0.0196995:2,0.0762705:7,0.00260297:3,0.208866:7,0.00557552:3,0.121947:7,0.0177448:3,0.0684881}	{4,2.027:0,6.0202:4,0.364283}	{2,0.00305245:5,0.00139264:1,0.395518:5,0.00847584:2,0.15379:5,0.0027543:2,0.0219164:5,0.00424804:2,0.311439:7,0.00378024:3,0.687628:7,0.0264194:2,0.241905:7,0.0170027:2,0.0338996:7,0.00989076:2,0.102175:7,0.0309366:3,0.0135899:7,0.00227001:2,0.00898266:7,0.0154774:3,0.101458:7,0.0281978:3,0.128456:7,0.0133184:2,0.0243205:7,0.0122897:3,0.126593:7,0.0013122:2,0.0296076:7,0.0229727:2,0.187618:7,0.0535159:3,0.52317:7,0.021719:2,0.0943874:7,0.01237:2,0.166006:7,0.0529637:3,0.0963018:7,0.0181454:2,0.277005:7,0.0117175:2,0.0423038:7,0.0213699:3,0.235455:7,0.011911:2,0.0376359:7,0.0225264:3,0.00361507}	{3,0.0748076:7,0.0118077:3,0.0692353:7,0.0180558:2,0.123844:7,0.0507791:3,0.122898:7,0.0416928:2,0.139938:7,0.0262279:2,0.433498:7,0.0129725:2,0.468479:7,0.0100931:3,0.0438847:7,0.0190647:3,0.175071:7,0.00107625:3,0.0205051:7,0.0043184:3,0.128706:7,0.0104731:2,0.0178263:7,0.00236004:2,0.0977128:7,0.00962534:3,0.0536358:10,0.00123296:4,0.0263642:10,0.00878644:4,0.169839:10,0.0165375:4,0.104058}	{4,0}	(((n1:{2,0.232912:5,0.0864138:1,0.219972:5,0.017072:1,0.0344268:5,0.0305975:2,0.0629791:5,0.000123963:2,0.329553:5,0.0557131:2,0.351513},n0:{1,0.0844646:5,0.0197581:2,0.43834:5,0.0136555:2,0.0607781:5,0.0132559:1,0.47552:5,0.0208659:2,0.294638}):{2,0.00305245:5,0.00139264:1,0.395518:5,0.00847584:2,0.15379:5,0.0027543:2,0.0219164:5,0.00424804:2,0.311439:7,0.00378024:3,0.687628:7,0.0264194:2,0.241905:7,0.0170027:2,0.0338996:7,0.00989076:2,0.102175:7,0.0309366:3,0.0135899:7,0.00227001:2,0.00898266:7,0.0154774:3,0.101458:7,0.0281978:3,0.128456:7,0.0133184:2,0.0243205:7,0.0122897:3,0.126593:7,0.0013122:2,0.0296076:7,0.0229727:2,0.187618:7,0.0535159:3,0.52317:7,0.021719:2,0.0943874:7,0.01237:2,0.166006:7,0.0529637:3,0.0963018:7,0.0181454:2,0.277005:7,0.0117175:2,0.0423038:7,0.0213699:3,0.235455:7,0.011911:2,0.0376359:7,0.0225264:3,0.00361507},n2:{3,2.15148:7,0.00445033:3,0.285534:7,0.0214065:2,0.00476178:7,0.0271021:2,0.264348:7,0.0133389:3,0.0241336:7,0.00738918:2,0.239066:7,0.0137466:3,0.238407:7,0.0079249:2,0.0121254:7,0.0647618:2,0.0221561:7,0.0234606:3,0.435111:7,0.0360046:3,0.74748:7,0.0107664:2,0.35192:7,0.0458895:2,0.322128:7,0.0196995:2,0.0762705:7,0.00260297:3,0.208866:7,0.00557552:3,0.121947:7,0.0177448:3,0.0684881}):{3,0.0748076:7,0.0118077:3,0.0692353:7,0.0180558:2,0.123844:7,0.0507791:3,0.122898:7,0.0416928:2,0.139938:7,0.0262279:2,0.433498:7,0.0129725:2,0.468479:7,0.0100931:3,0.0438847:7,0.0190647:3,0.175071:7,0.00107625:3,0.0205051:7,0.0043184:3,0.128706:7,0.0104731:2,0.0178263:7,0.00236004:2,0.0977128:7,0.00962534:3,0.0536358:10,0.00123296:4,0.0263642:10,0.00878644:4,0.169839:10,0.0165375:4,0.104058},n3:{4,2.027:0,6.0202:4,0.364283});
157300	{2,0.437169:5,0.00145696:2,0.0781406:5,0.00371262:2,0.614961:5,0.0270209:2,0.38791}	{1,0.0308868:5,0.00996337:2,0.122445:5,0.0184562:2,0.638989:5,0.00502071:1,0.447334:5,0.0136475:2,0.263628}	{3,3.12938:7,0.0129636:2,0.0747928:7,0.00174945:3,0.360926:7,0.00562845:2,0.63276:7,0.00221898:2,0.204379:7,0.0120358:2,0.306095:7,0.0030139:2,0.172427:7,0.0424962:3,0.376701:7,0.0203748:2,0.0213882:7,0.0131893:2,0.58428}	{4,2.03477:0,6.20473:4,0.236537:10,0.00186064:3,0.0619487:10,0.0177011:4,1.35283}	{2,0.588925:7,0.017475:3,0.56062:7,0.0644097:2,0.0273576:7,0.0646631:2,0.520156:7,0.0266316:3,0.408688:7,0.0158814:3,0.229803:7,0.00238232:3,0.0687405:7,0.0108775:3,0.471686:7,0.0191417:3,0.218732:7,0.0339901:3,0.159204:7,0.0314177:2,0.885642}	{2,0.137452:7,0.00381546:2,0.323327:7,0.0271624:3,0.124981:7,0.00387617:3,0.0554033:7,0.00714765:2,0.431167:7,0.00338415:2,0.167738:7,0.0030583:3,0.259209:7,0.0101554:3,0.166522:7,0.00270622:3,0.70499:10,0.00771211:4,0.525374:10,0.00642212:4,0.135323:10,0.0203964:3,0.475585:10,0.0152424:3,0.0879954:10,0.00281731:4,0.224618}	{4,0}	(((n1:{2,0.437169:5,0.00145696:2,0.0781406:5,0.00371262:2,0.614961:5,0.0270209:2,0.38791},n0:{1,0.0308868:5,0.00996337:2,0.122445:5,0.0184562:2,0.638989:5,0.00502071:1,0.447334:5,0.0136475:2,0.263628}):{2,0.588925:7,0.017475:3,0.56062:7,0.0644097:2,0.0273576:7,0.0646631:2,0.520156:7,0.0266316:3,0.408688:7,0.0158814:3,0.229803:7,0.00238232:3,0.0687405:7,0.0108775:3,0.471686:7,0.0191417:3,0.218732:7,0.0339901:3,0.159204:7,0.0314177:2,0.885642},n2:{3,3.12938:7,0.0129636:2,0.0747928:7,0.00174945:3,0.360926:7,0.00562845:2,0.63276:7,0.00221898:2,0.204379:7,0.0120358:2,0.306095:7,0.0030139:2,0.172427:7,0.0424962:3,0.376701:7,0.0203748:2,0.0213882:7,0.0131893:2,0.58428}):{2,0.137452:7,0.00381546:2,0.323327:7,0.0271624:3,0.124981:7,0.00387617:3,0.0554033:7,0.00714765:2,0.431167:7,0.00338415:2,0.167738:7,0.0030583:3,0.259209:7,0.0101554:3,0.166522:7,0.00270622:3,0.70499:10,0.00771211:4,0.525374:10,0.00642212:4,0.135323:10,0.0203964:3,0.475585:10,0.0152424:3,0.0879954:10,0.00281731:4,0.224618},n3:{4,2.03477:0,6.20473:4,0.236537:10,0.00186064:3,0.0619487:10,0.0177011:4,1.35283});
157400	{0,1.30232:2,0.0622328}	{0,1.342:2,0.0225481}	{0,1.89921:3,0.0532512:0,3.73941:3,0.178496}	{0,1.84397:4,0.10849:0,5.41026:4,0.655884:0,1.72376:4,0.0398583}	{0,0.577219:2,0.0106917:0,3.83808:3,0.0798223}	{0,2.09722:3,0.0510119:0,1.76044:4,0.00317321}	{4,0}	(((n0:{0,1.342:2,0.0225481},n1:{0,1.30232:2,0.0622328}):{0,0.577219:2,0.0106917:0,3.83808:3,0.0798223},n2:{0,1.89921:3,0.0532512:0,3.73941:3,0.178496}):{0,2.09722:3,0.0510119:0,1.76044:4,0.00317321},n3:{0,1.84397:4,0.10849:0,5.41026:4,0.655884:0,1.72376:4,0.0398583});
157500	{0,1.11882:2,0.163704}	{0,1.21985:2,0.0626706}	{0,1.93484:3,0.103768:0,4.70982:2,0.331154}	{0,1.89495:4,0.143657:0,5.79346:4,0.327187:0,1.10981:4,0.0153106}	{0,0.718656:2,0.0374342:0,4.70015:2,0.340823}	{0,1.05642:3,0.0232503:0,1.12282:4,0.00230641}	{4,0}	((n2:{0,1.93484:3,0.103768:0,4.70982:2,0.331154},(n0:{0,1.21985:2,0.0626706},n1:{0,1.11882:2,0.163704}):{0,0.718656:2,0.0374342:0,4.70015:2,0.340823}):{0,1.05642:3,0.0232503:0,1.12282:4,0.00230641},n3:{0,1.89495:4,0.143657:0,5.79346:4,0.327187:0,1.10981:4,0.0153106});
157600	{2,1.4393}	{1,0.904194:5,0.0222141:2,0.0458639:5,0.00138794:2,0.465641}	{3,7.24761}	{4,9.19381:10,0.0435769:4,0.792936}	{2,3.69434:7,0.0148907:2,1.07357:7,0.00359983:3,0.39189:7,0.0690192:2,0.505016:7,0.0136484:3,0.0423333}	{3,2.58813:10,0.0499973:4,0.144577}	{4,0}	(((n0:{1,0.904194:5,0.0222141:2,0.0458639:5,0.00138794:2,0.465641},n1:{2,1.4393}):{2,3.69434:7,0.0148907:2,1.07357:7,0.00359983:3,0.39189:7,0.0690192:2,0.505016:7,0.0136484:3,0.0423333},n2:{3,7.24761}):{3,2.58813:10,0.0499973:4,0.144577},n3:{4,9.19381:10,0.0435769:4,0.792936});
